10046	full	chhiatsiong	chhiat-siong
10047	full	chhiatsit	chhiat-si̍t
10048	full	chhiatti	chhiat-tî
10048	full	chhiattu	chhiat-tû
10049	full	chhiattochoe	chhiat-tō-chōe
1005	full	anghioh	âng-hio̍h
10050	full	chhiatui	chhia-tūi
10051	full	chhiau	chhiau
10052	full	chhiau	chhiau
10053	full	chhiau	chhiau
10054	full	chhiau	chhiau
10055	full	chhiau	chhiau
10056	full	chhiau	chhiáu
10057	full	chhiaukiok	chhiàu-kio̍k
10058	full	chhiaukiok	chhiàu-kio̍k
10059	full	chhiaulap	chhiàu-la̍p
1006	full	angho	âng-ho
10060	full	chhiautam	chhiàu-tâm
10061	full	chhiautam	chhiàu-tâm
10062	full	chhiautam	chhiàu-tâm
10063	full	chhiau	chhiâu
10064	full	chhiau	chhiâu
10065	full	chhiau	chhiâu
10066	full	chhiau	chhiâu
10067	full	chhiauche	chhiâu-chê
10067	full	chhiauchoe	chhiâu-chôe
10068	full	chhiauchhek	chhiâu-chhek
10069	full	chhiauchhek	chhiâu-chhek
1007	full	anghoann	âng-hóaⁿ
10070	full	chhiauchhek	chhiâu-chhek
10071	full	chhiauchhek	chhiâu-chhek
10072	full	chhiauchhek	chhiâu-chhek
10073	full	chhiauchhek	chhiâu-chhe̍k
10074	full	chhiauchhek	chhiâu-chhe̍k
10075	full	chhiauchhek	chhiâu-chhe̍k
10076	full	chhiauchhe	chhiâu-chhē
10076	full	chhiauchhoe	chhiâu-chhōe
10077	full	chhiauchioh	chhiâu-chioh
10078	full	chhiaukesiau	chhiâu-kè-siàu
10079	full	chhiaukesiau	chhiâu-kè-siàu
1008	full	anghoann	âng-hóaⁿ
10080	full	chhiaukut	chhiâu-kut
10081	full	chhiaupoah	chhiâu-poah
10082	full	chhiaupoah	chhiâu-poah
10083	full	chhiaupoah	chhiâu-poah
10084	full	chhiaupoah	chhiâu-poah
10085	full	chhiausicheng	chhiâu-sî-cheng
10086	full	chhiausicheng	chhiâu-sî-cheng
10087	full	chhiausikan	chhiâu-sî-kan
10088	full	chhiausikan	chhiâu-sî-kan
10089	full	chhiausoa	chhiâu-sóa
1009	full	anghoan	âng-hoân
10090	full	chhiausoa	chhiâu-sóa
10091	full	chhiautintang	chhiâu-tín-tāng
10092	full	chhiauchai	chhiau-chāi
10093	full	chhiauchhek	chhiau-chhe̍k
10094	full	chhiauchhek	chhiau-chhe̍k
10095	full	chhiauchhi	chhiau-chhī
10096	full	chhiauchhia	chhiau-chhia
10097	full	chhiauchhe	chhiau-chhē
10097	full	chhiauchhoe	chhiau-chhōe
10098	full	chhiauchhe	chhiau-chhē
10098	full	chhiauchhoe	chhiau-chhōe
10099	full	chhiauchhut	chhiau-chhut
101	full	ahkhape	ah-kha-pê
1010	full	anghoebi	âng-hoe-bí
10100	full	chhiauchi	chhiau-chi
10101	full	chhiauh	chhiauh
10102	full	chhiauhoo	chhiau-ho͘
10103	full	chhiauimpho	chhiau-im-pho
10104	full	chhiaujian	chhiau-jiân
10105	full	chhiaujin	chhiau-jîn
10106	full	chhiauke	chhiau-ke
10107	full	chhiaukiong	chhiau-kiông
10108	full	chhiaukip	chhiau-kip
10109	full	chhiauke	chhiau-kè
10109	full	chhiaukoe	chhiau-kòe
1011	full	anghoehi	âng-hoe-hî
1011	full	anghoehu	âng-hoe-hû
10110	full	chhiauke	chhiau-kè
10110	full	chhiaukoe	chhiau-kòe
10111	full	chhiauke	chhiau-kè
10111	full	chhiaukoe	chhiau-kòe
10112	full	chhiaukelang	chhiau-kè-lâng
10112	full	chhiaukoelang	chhiau-kòe-lâng
10113	full	chhiaukun	chhiau-kûn
10114	full	chhiaulangke	chhiau-lâng-kê
10115	full	chhiauoat	chhiau-oa̍t
10116	full	chhiauseng	chhiau-seng
10117	full	chhiausinkhu	chhiau-sin-khu
10118	full	chhiausinkhu	chhiau-sin-khu
10119	full	chhiausiu	chhiau-siu
1012	full	anghoehi	âng-hoe-hî
1012	full	anghoehu	âng-hoe-hû
10120	full	chhiausok	chhiau-sok
10121	full	chhiautang	chhiau-tāng
10122	full	chhiautang	chhiau-tāng
10123	full	chhiauthoat	chhiau-thoat
10124	full	chhiautothe	chhiau-tō-thé
10125	full	chhiautoaheng	chhiau-tōa-hêng
10126	full	chhiautoo	chhiau-tō͘
10127	full	chhicheng	chhi-chêng
10128	full	chhichhakio	chhi-chhā-kiò
10129	full	chhichham	chhi-chhám
1013	full	anghoekhi	âng-hoe-khī
10130	full	chhichham	chhi-chhám
10131	full	chhichhamchhio	chhi-chhám-chhiò
10132	full	chhichhamchheh	chhi-chhám-chheh
10132	full	chhichhamchhoeh	chhi-chhám-chhoeh
10133	full	chhichhamchheh	chhi-chhám-chheh
10133	full	chhichhamchhoeh	chhi-chhám-chhoeh
10134	full	chhichhamkhau	chhi-chhám-khàu
10135	full	chhichhamkhau	chhi-chhám-khàu
10136	full	chhichhamlokphek	chhi-chhám-lo̍k-phek
10137	full	chhichhamtai	chhi-chhám-tāi
10138	full	chhichhamtai	chhi-chhám-tāi
10139	full	chhichhamtai	chhi-chhám-tāi
1014	full	anghoetiam	âng-hoe-tiám
10140	full	chhichhichhnghchhngh	chhi-chhi-chhngh-chhngh
10141	full	chhichhu	chhi-chhu
10142	full	chhichhu	chhi-chhu
10143	full	chhichhu	chhi-chhū
10144	full	chhichhu	chhi-chhū
10145	full	chhigai	chhi-gâi
10146	full	chhigai	chhi-gâi
10147	full	chhigai	chhi-gâi
10148	full	chhigai	chhi-gâi
10149	full	chhih	chhih
1015	full	anghoh	âng-ho̍h
10150	full	chhih	chhi̍h
10151	full	chhih	chhi̍h
10152	full	chhih	chhi̍h
10153	full	chhih	chhi̍h
10154	full	chhihsiangkho	chhi̍h siang-kho
10154	full	chhihsiongkho	chhi̍h siong-kho
10155	full	chhiha	chhi̍h-á
10156	full	chhiha	chhi̍h-á
10157	full	chhiha	chhi̍h-á
10158	full	chhihjin	chhi̍h-jîn
10159	full	chhihko	chhi̍h-ko
1016	full	anghoh	âng-ho̍h
10160	full	chhihoalai	chhi̍h-óa-lâi
10161	full	chhihtianleng	chhi̍h-tiān-lêng
10162	full	chhihchhiauh	chhih-chhiauh
10163	full	chhihiau	chhi-hiau
10164	full	chhihke	chhih-kē
10165	full	chhihto	chhih--tó
10166	full	chhiko	chhi-ko
10167	full	chhiko	chhi-ko
10168	full	chhiko	chhi-ko
10169	full	chhiko	chhi-ko
1017	full	anghoho	âng-ho-ho
10170	full	chhim	chhim
10171	full	chhim	chhim
10172	full	chhim	chhim
10173	full	chhim	chhím
10174	full	chhim	chhím
10175	full	chhim	chhím
10176	full	chhima	chhím-á
10177	full	chhimchhenna	chhím-chhéⁿ-á
10177	full	chhimchhinna	chhím-chhíⁿ-á
10178	full	chhimchhenna	chhím-chhéⁿ-á
10178	full	chhimchhinna	chhím-chhíⁿ-á
10179	full	chhimchhim	chhím-chhím
1018	full	anghongchhai	âng-hōng-chhài
10180	full	chhimchhimchau	chhím-chhím-cháu
10181	full	chhimkha	chhím-kha
10182	full	chhimkhoann	chhím-khòaⁿ
10183	full	chhimkhoann	chhím-khòaⁿ
10184	full	chhimsek	chhím-sek
10185	full	chhimthau	chhím-thâu
10186	full	chhimthau	chhím-thâu
10187	full	chhimthau	chhím-thâu
10188	full	chhimthaua	chhím-thâu-á
10189	full	chhimthaua	chhím-thâu-á
1019	full	anghun	âng-hun
10190	full	chhim	chhîm
10191	full	chhim	chhîm
10192	full	chhimche	chhim-chè
10193	full	chhimchenn	chhim-chéⁿ
10193	full	chhimchinn	chhim-chíⁿ
10194	full	chhimchenn	chhim-chéⁿ
10194	full	chhimchinn	chhim-chíⁿ
10195	full	chhimchenn	chhim-chéⁿ
10195	full	chhimchinn	chhim-chíⁿ
10196	full	chhimchenn	chhim-chéⁿ
10196	full	chhimchinn	chhim-chíⁿ
10197	full	chhimchenn	chhim-chéⁿ
10197	full	chhimchinn	chhim-chíⁿ
10198	full	chhimchenn	chhim-chéⁿ
10198	full	chhimchinn	chhim-chíⁿ
10199	full	chhimchenntiann	chhim-chéⁿ-tiâⁿ
10199	full	chhimchinntiann	chhim-chíⁿ-tiâⁿ
102	full	ahkhaphe	ah-kha-phê
102	full	ahkhaphoe	ah-kha-phôe
1020	full	anghun	âng-hun
10200	full	chhimchenntiann	chhim-chéⁿ-tiâⁿ
10200	full	chhimchinntiann	chhim-chíⁿ-tiâⁿ
10201	full	chhimchenntiann	chhim-chéⁿ-tiâⁿ
10201	full	chhimchinntiann	chhim-chíⁿ-tiâⁿ
10202	full	chhimcheng	chhim-chêng
10203	full	chhimchhian	chhim-chhián
10203	full	chhimkhin	chhim-khín
10204	full	chhimchhiat	chhim-chhiat
10205	full	chhimchhim	chhim-chhim
10206	full	chhimchhiu	chhim-chhiu
10207	full	chhimchhu	chhim-chhú
10208	full	chhimchhu	chhim-chhù
10209	full	chhimchiam	chhim-chiàm
1021	full	anghun	âng-hûn
10210	full	chhimchiam	chhim-chiàm
10211	full	chhimchinn	chhim-chîⁿ
10212	full	chhimcho	chhim-chō
10213	full	chhimeng	chhim-ēng
10214	full	chhimhai	chhim-hāi
10215	full	chhimhoa	chhim-hòa
10216	full	chhimhoan	chhim-hoān
10217	full	chhimia	chhim-iā
10218	full	chhimian	chhim-ian
10219	full	chhimiong	chhim-iōng
1022	full	anghutsong	âng-hu̍t-song
10220	full	chhimjiau	chhim-jiáu
10221	full	chhimjip	chhim-ji̍p
10222	full	chhimjip	chhim-ji̍p
10223	full	chhimjipchhianchhut	chhim-ji̍p-chhián-chhut
10224	full	chhimkam	chhim-kám
10225	full	chhimkau	chhim-kau
10226	full	chhimkau	chhim-kāu
10227	full	chhimkhek	chhim-khek
10228	full	chhimkhenn	Chhim-kheⁿ
10228	full	chhimkhinn	Chhim-khiⁿ
10229	full	chhimkhiam	chhim-khiàm
1023	full	angiam	âng-iām
10230	full	chhimkhin	chhim-khín
10231	full	chhimkiu	chhim-kiù
10232	full	chhimkui	chhim-kui
10233	full	chhimlam	chhim-lâm
10234	full	chhimlam	chhim-lâm
10235	full	chhimlangchinn	chhim-lâng-chîⁿ
10236	full	chhimlek	chhim-le̍k
10237	full	chhimlek	chhim-le̍k
10238	full	chhimliak	chhim-lia̍k
10238	full	chhimliok	chhim-lio̍k
10239	full	chhimliakchia	chhim-lia̍k-chiá
10239	full	chhimliokchia	chhim-lio̍k-chiá
1024	full	angiamchhennchhui	âng-iām-chheⁿ-chhùi
1024	full	angiamchhinnchhui	âng-iām-chhiⁿ-chhùi
10240	full	chhimlonglong	chhim-lòng-lòng
10241	full	chhimlonglong	chhim-lòng-lòng
10242	full	chhimlonglong	chhim-long-long
10243	full	chhimo	chhim-ò
10244	full	chhimoan	chhim-oán
10245	full	chhimoangoang	chhim-oang-oang
10246	full	chhimonnthongchoat	chhim-òⁿ-thòng-choa̍t
10247	full	chhimsek	chhim-sek
10248	full	chhimsih	chhim-si̍h
10249	full	chhimsin	chhim-sìn
1025	full	angiohchui	âng-io̍h-chúi
10250	full	chhimsip	chhim-si̍p
10251	full	chhimsiu	chhim-siū
10252	full	chhimsoann	chhim-soaⁿ
10253	full	chhimsoannong	chhim-soaⁿ-ong
10254	full	chhimtesek	chhim-tê-sek
10255	full	chhimtho	chhim-thô
10256	full	chhimti	chhim-ti
10257	full	chhimtim	chhim-tîm
10258	full	chhimtim	chhim-tîm
10259	full	chhimtim	chhim-tîm
1026	full	angiohchui	âng-io̍h-chúi
10260	full	chhimtim	chhim-tîm
10261	full	chhimtim	chhim-tîm
10262	full	chhimtit	chhim-tit
10263	full	chhimtoo	chhim-tō͘
10264	full	chhin	chhin
10265	full	chhin	chhin
10266	full	chhinn	chhíⁿ
10267	full	chhinnmoolam	chhíⁿ-mô͘-lâm
10268	full	chhinnsek	chhíⁿ-sek
10269	full	chhinnsek	chhíⁿ-sek
1027	full	angiohchui	âng-io̍h-chúi
10270	full	chhinntngsann	chhíⁿ-tn̂g-saⁿ
10271	full	chhin	chhìn
10272	full	chhin	chhìn
10273	full	chhin	chhìn
10274	full	chhina	chhìn-á
10275	full	chhina	chhìn-á
10276	full	chhina	chhìn-á
10277	full	chhina	chhìn-á
10278	full	chhina	chhìn-á
10279	full	chhinbin	chhìn-bīn
1028	full	angiunn	âng-iûⁿ
10280	full	chhinbin	chhìn-bīn
10281	full	chhinbin	chhìn-bīn
10282	full	chhinchhai	chhìn-chhái
10283	full	chhinchhai	chhìn-chhái
10284	full	chhinchhai	chhìn-chhái
10285	full	chhinchhai	chhìn-chhái
10286	full	chhinchhai	chhìn-chhái
10287	full	chhinchhai	chhìn-chhái
10288	full	chhinchhai	chhìn-chhái
10289	full	chhinchhai	chhìn-chhái
1029	full	angji	âng-jī
10290	full	chhinchhai	chhìn-chhái
10291	full	chhinchhai	chhìn-chhái
10292	full	chhinchhai	chhìn-chhái
10293	full	chhinchhai	chhìn-chhái
10294	full	chhinchhaichhai	chhìn-chhái-chhái
10295	full	chhinchhaikong	chhìn-chhái-kóng
10296	full	chhinchhaisi	chhìn-chhái-sî
10297	full	chhinchhaisiunn	chhìn-chhái-siūⁿ
10298	full	chhinchhai	chhìn-chhài
10299	full	chhinchhenn	chhìn-chheⁿ
10299	full	chhinchhinn	chhìn-chhiⁿ
103	full	ahkhasek	ah-kha-sek
1030	full	angji	âng-jī
10300	full	chhinchhennbok	chhìn-chheⁿ-bo̍k
10300	full	chhinchhinnbok	chhìn-chhiⁿ-bo̍k
10301	full	chhinchhennchhiu	chhìn-chheⁿ-chhiū
10301	full	chhinchhinnchhiu	chhìn-chhiⁿ-chhiū
10302	full	chhinchhi	chhìn-chhī
10303	full	chhinchhin	chhìn-chhìn
10304	full	chhinchhin	chhìn-chhìn
10305	full	chhinchhinchhaichhai	chhìn-chhìn-chhái-chhái
10306	full	chhinchhio	chhìn-chhiò
10307	full	chhinchui	chhìn-chúi
10308	full	chhinchui	chhìn-chúi
10309	full	chhinhoe	chhìn-hoe
1031	full	angjiatpenn	âng-jia̍t-pēⁿ
1031	full	angjiatpinn	âng-jia̍t-pīⁿ
10310	full	chhinkiki	chhìn-ki-ki
10311	full	chhinkoainn	chhìn-koáiⁿ
10312	full	chhinkoann	chhìn-kōaⁿ
10313	full	chhinkoann	chhìn-kōaⁿ
10314	full	chhinliau	chhìn-liāu
10315	full	chhinliau	chhìn-liāu
10316	full	chhinliausoh	chhìn-liāu-soh
10317	full	chhinliausoh	chhìn-liāu-soh
10318	full	chhinbe	chhìn-bê
10318	full	chhinmoai	chhìn-moâi
10319	full	chhinbe	chhìn-bê
10319	full	chhinmoai	chhìn-moâi
1032	full	angjiatpenn	âng-jia̍t-pēⁿ
1032	full	angjiatpinn	âng-jia̍t-pīⁿ
10320	full	chhinboe	chhìn-bôe
10320	full	chhinmoe	chhìn-môe
10321	full	chhinboe	chhìn-bôe
10321	full	chhinmoe	chhìn-môe
10322	full	chhinmooh	chhìn-mo͘h
10323	full	chhinmooh	chhìn-mo̍͘h
10324	full	chhinmoohnah	chhìn-mo͘h-nah
10325	full	chhinmoohnah	chhìn-mo͘h-nah
10326	full	chhinnah	chhìn-nah
10327	full	chhinnah	chhìn-nah
10328	full	chhinpiannpiann	chhìn-piaⁿ-piaⁿ
10329	full	chhinpng	chhìn-pn̄g
1033	full	angjin	âng-jîn
10330	full	chhinpng	chhìn-pn̄g
10331	full	chhinpng	chhìn-pn̄g
10332	full	chhinpngtin	chhìn-pn̄g-tîn
10333	full	chhinpngtin	chhìn-pn̄g-tîn
10334	full	chhinpoann	chhìn-pôaⁿ
10335	full	chhinsek	chhìn-sek
10336	full	chhinsek	chhìn-sek
10337	full	chhinsim	chhìn-sim
10338	full	chhinsim	chhìn-sim
10339	full	chhinsim	chhìn-sim
1034	full	angjinthoo	âng-jîn-thô͘
10340	full	chhinsim	chhìn-sim
10341	full	chhinsim	chhìn-sim
10342	full	chhintang	chhìn-tāng
10343	full	chhintehteh	chhìn-teh-teh
10344	full	chhinthau	chhìn-thâu
10345	full	chhinthui	chhìn-thûi
10346	full	chhinthui	chhìn-thûi
10347	full	chhinthuibi	chhìn-thûi-bī
10348	full	chhinn	chhîⁿ
10349	full	chhinn	chhîⁿ
1035	full	angjinthoo	âng-jîn-thô͘
10350	full	chhinna	chhiⁿ-á
10351	full	chhinna	chhiⁿ-á
10352	full	chhinna	chhiⁿ-á
10353	full	chhennatheh	chheⁿ-á-the̍h
10353	full	chhinnatheh	chhiⁿ-á-the̍h
10354	full	chhinai	chhin-ài
10355	full	chhinaie	chhin-ài--ê
10356	full	chhinbak	chhin-ba̍k
10357	full	chhinbakkhoanntioh	chhin-ba̍k-khòaⁿ--tio̍h
10358	full	chhinbakkinn	chhin-ba̍k-kìⁿ
10359	full	chhinbakkinn	chhin-ba̍k-kìⁿ
1036	full	angkahhah	âng-kah-ha̍h
10360	full	chhinbakkinn	chhin-ba̍k-kìⁿ
10361	full	chhinbit	chhin-bi̍t
10362	full	chhincheng	chhin-chêng
10363	full	chhinnchhauoo	Chhiⁿ-chháu-ô͘
10364	full	chhinchhek	chhin-chhek
10365	full	chhinchhiang	chhin-chhiang
10366	full	chhinchhiang	chhin-chhiang
10367	full	chhinchhiang	chhin-chhiang
10368	full	chhinchhiat	chhin-chhiat
10369	full	chhinchhinchiann	chhin-chhin-chiâⁿ
1037	full	angkakchhi	âng-kak-chhì
10370	full	chhinchhiu	chhin-chhiú
10371	full	chhinchhiunn	chhin-chhiūⁿ
10372	full	chhinchhiunn	chhin-chhiūⁿ
10373	full	chhinchhiunn	chhin-chhiūⁿ
10374	full	chhinchhiunn	chhin-chhiūⁿ
10375	full	chhinchhiunn	chhin-chhiūⁿ
10376	full	chhinchhiunn	chhin-chhiūⁿ
10377	full	chhinchhiunn	chhin-chhiūⁿ
10378	full	chhinchhiunn	chhin-chhiūⁿ
10379	full	chhinchhiunn	chhin-chhiūⁿ
1038	full	angkam	âng-kam
10380	full	chhanchhiunnkhoan	chhan-chhiūⁿ-khoán
10380	full	chhinchhiunnkhoan	chhin-chhiūⁿ-khoán
10381	full	chhinchhui	chhin-chhùi
10382	full	chhinchiann	chhin-chiâⁿ
10383	full	chhinchiann	chhin-chiâⁿ
10384	full	chhinchiann	chhin-chiâⁿ
10385	full	chhinchianngoochap	chhin-chiâⁿ-gō͘-cha̍p
10386	full	chhinchok	chhin-cho̍k
10387	full	chhinchok	chhin-cho̍k
10388	full	chhinchu	chhin-chú
10389	full	chhinchu	chhin-chū
1039	full	angkam	âng-kam
10390	full	chhinhiannti	chhin-hiaⁿ-tī
10391	full	chhinholek	chhin-hô-le̍k
10392	full	chhinnhongchhau	chhiⁿ-hong-chháu
10393	full	chhinhoohoo	chhin-hò͘-hò͘
10394	full	chhinhoohoo	chhin-hò͘-hò͘
10395	full	chhinhoohoo	chhin-hò͘-hò͘
10396	full	chhiniu	chhin-iú
10397	full	chhinjiat	chhin-jia̍t
10398	full	chhinnkam	chhiⁿ-kam
10399	full	chhinke	chhin-ke
104	full	ahkhase	ah-kha-sé
104	full	ahkhasoe	ah-kha-sóe
1040	full	angkam	âng-kam
10400	full	chhinkekoann	chhin-ke-koaⁿ
10401	full	chhinkekong	chhin-ke-kong
10402	full	chhinkem	chhin-ke-ḿ
10403	full	chhinkin	chhin-kīn
10403	full	chhinkun	chhin-kūn
10404	full	chhinnlan	chhiⁿ-lân
10405	full	chhinlang	chhin-lâng
10406	full	chhinlang	chhin-lâng
10407	full	chhinnm	chhiⁿ-ḿ
10408	full	chhinong	chhin-ông
10409	full	chhinpeng	chhin-pêng
1041	full	angkatang	âng-ka-tang
10410	full	chhinpit	chhin-pit
10411	full	chhinsenn	chhin-seⁿ
10411	full	chhinsinn	chhin-siⁿ
10412	full	chhinsian	chhin-siān
10413	full	chhinsin	chhin-sin
10414	full	chhinsin	chhin-sìn
10415	full	chhinsiok	chhin-sio̍k
10416	full	chhinsu	chhin-sū
10417	full	chhintauhtauh	chhin-tauh-tauh
10418	full	chhinthiapchhin	chhin-thia̍p-chhin
10419	full	chhinthiapchhin	chhin-thia̍p-chhin
1042	full	angkatang	âng-ka-tang
10420	full	chhintong	chhin-tông
10421	full	chhintong	chhin-tông
10422	full	chhintong	chhin-tông
10423	full	chhintong	chhin-tông
10424	full	chhintong	chhin-tông
10425	full	chhintong	chhin-tông
10426	full	chhintong	chhin-tông
10427	full	chhio	chhio
10428	full	chhio	chhio
10429	full	chhio	chhio
1043	full	angkatang	âng-ka-tang
10430	full	chhiosek	chhió-sek
10431	full	chhio	chhiò
10432	full	chhio	chhiò
10433	full	chhio	chhiò
10434	full	chhioang	chhiò-âng
10435	full	chhioang	chhiò-âng
10436	full	chhiobibi	chhiò-bi-bi
10437	full	chhiobin	chhiò-bīn
10438	full	chhiobin	chhiò-bīn
10439	full	chhiobinhoo	chhiò-bīn-hó͘
1044	full	angkatiann	âng-ka-tiaⁿ
10440	full	chhiobinhoo	chhiò-bīn-hó͘
10441	full	chhiobuibui	chhiò-bui-bui
10442	full	chhiobuibui	chhiò-bui-bui
10443	full	chhiobunbun	chhiò-bun-bun
10443	full	chhiobunbun	chhiò-bún-bún
10444	full	chhiobunbun	chhiò-bun-bun
10444	full	chhiobunbun	chhiò-bún-bún
10445	full	chhiochhi	chhiò-chhī
10446	full	chhiochhinn	chhiò-chhíⁿ
10447	full	chhiochit	chhiò-chit
10448	full	chhiocho	chhiò-chô
10449	full	chhiogigi	chhiò-gī-gī
1045	full	angkaubo	âng-káu-bó
1045	full	angkaubu	âng-káu-bú
10450	full	chhiohaha	chhiò-ha-ha
10451	full	chhiohaha	chhiò-ha-ha
10452	full	chhiohaihai	chhiò-hai-hai
10453	full	chhiohaihai	chhiò-hai-hai
10454	full	chhiohaihai	chhiò-hai-hai
10455	full	chhiohun	chhiò-hún
10456	full	chhioiong	chhiò-iông
10457	full	chhiokahlakchhuikhi	chhiò-kah-lak-chhùi-khí
10458	full	chhiokhe	chhiò-khe
10458	full	chhiokhoe	chhiò-khoe
10459	full	chhiokhe	chhiò-khe
10459	full	chhiokhoe	chhiò-khoe
1046	full	angkauchan	âng-káu-chan
10460	full	chhiokhe	chhiò-khe
10460	full	chhiokhoe	chhiò-khoe
10461	full	chhiokhe	chhiò-khe
10461	full	chhiokhoe	chhiò-khoe
10462	full	chhiokhe	chhiò-khe
10462	full	chhiokhoe	chhiò-khoe
10463	full	chhiokhe	chhiò-khe
10463	full	chhiokhoe	chhiò-khoe
10464	full	chhiokhe	chhiò-khe
10464	full	chhiokhoe	chhiò-khoe
10465	full	chhiokhe	chhiò-khe
10465	full	chhiokhoe	chhiò-khoe
10466	full	chhiokiok	chhiò-kio̍k
10467	full	chhiolam	chhiò-lâm
10468	full	chhiolang	chhiò--lâng
10469	full	chhiolek	chhiò-le̍k
1047	full	angkauchan	âng-káu-chan
10470	full	chhiolek	chhiò-le̍k
10471	full	chhiong	chhiò-n̂g
10472	full	chhiooe	chhiò-ōe
10473	full	chhiopinn	chhiò-pìⁿ
10474	full	chhiosek	chhiò-sek
10475	full	chhiosek	chhiò-sek
10476	full	chhiosek	chhiò-sek
10477	full	chhiosek	chhiò-sek
10478	full	chhiosiann	chhiò-siaⁿ
10479	full	chhiosin	chhiò-sîn
1048	full	angkauhia	âng-káu-hiā
10480	full	chhiosin	chhiò-sîn
10481	full	chhiotam	chhiò-tâm
10482	full	chhiothauchhiobin	chhiò-thâu-chhiò-bīn
10483	full	chhiothauchhiobin	chhiò-thâu-chhiò-bīn
10484	full	chhio	chhiō
10485	full	chhio	chhiō
10486	full	chhio	chhiō
10487	full	chhioiann	chhiō-iáⁿ
10488	full	chhiochit	chhio-chit
10489	full	chhiochit	chhio-chit
1049	full	angkauchan	âng-kàu-chan
10490	full	chhiogihgih	chhio-gih-gih
10491	full	chhioh	chhioh
10492	full	chhioh	chhioh
10493	full	chhioh	chhio̍h
10494	full	chhioh	chhio̍h
10495	full	chhiohchhau	chhio̍h-chháu
10496	full	chhiohchhau	chhio̍h-chháu
10497	full	chhiohachng	chhioh-á-chng
10498	full	chhiohjit	chhioh-ji̍t
10499	full	chhiohko	chhioh-ko
105	full	ahkhate	ah-kha-tê
105	full	ahkhatoe	ah-kha-tôe
1050	full	angkaukhak	âng-kāu-khak
10500	full	chhiohtauchhin	chhioh-táu-chhìn
10501	full	chhiohthau	chhioh-thâu
10502	full	chhiohtioh	chhioh-tio̍h
10503	full	chhiohtoo	chhioh-tō͘
10504	full	chhiok	chhiok
10505	full	chhiok	chhiok
10506	full	chhiok	chhiok
10507	full	chhiok	chhio̍k
10508	full	chhiok	chhio̍k
10509	full	chhiok	chhio̍k
1051	full	angke	âng-ke
1051	full	angkoe	âng-koe
10510	full	chhiokkak	chhio̍k-kak
10511	full	chhiokthoo	chhio̍k-thô͘
10512	full	chhiokak	chhio-kak
10513	full	chhiokbong	chhiok-bong
10514	full	chhiokchhat	chhiok-chha̍t
10515	full	chhiokchhat	chhiok-chha̍t
10516	full	chhiokchheng	chhiok-chhéng
10517	full	chhiokchiau	chhiok-chiáu
10518	full	chhiokchiaua	chhiok-chiáu-á
10519	full	chhiokchin	chhiok-chìn
1052	full	angkea	âng-ke-á
1052	full	angkoea	âng-koe-á
10520	full	chhiokeng	chhiok-eng
10521	full	chhiokho	chhiok-hō
10522	full	chhiokhoan	chhiok-hoān
10523	full	chhiokhoat	chhiok-hoat
10524	full	chhiokhoat	chhiok-hoat
10525	full	chhiokhokkhok	chhio-kho̍k-kho̍k
10526	full	chhiokhokkhok	chhio-kho̍k-kho̍k
