Albuquerque	89
Albury	73
Alcatraz	71
Alden	77
Aldershot	81
Aldo	77
Aldrich	78
Aldridge	74
Alec	89
Alejandro	86
Aleksandr	80
Aleppo	82
Alessandria	70
Alessandro	85
Aleutian	76
Alex	112
Alex's	71
Alexa	72
Alexander	123
Alexander's	85
Alexandra	97
Alexandre	88
Alexandria	103
Alexandrian	72
Alexei	82
Alexis	90
Alf	81
Alfa	87
Alfie	74
Alfonso	95
Alford	71
Alfred	112
Alfredo	86
Alger	72
Algeria	98
Algerian	90
Algernon	71
Algiers	86
Algonquian	77
Algonquin	78
Alhambra	75
Ali's	77
Alicante	71
Alice	111
Alice's	77
Alicia	86
Aligarh	70
Alison	90
Alistair	80
Allah	92
Allahabad	79
Allan	103
Allegheny	92
Allen	116
Allen's	85
Allende	77
Allentown	80
Alley	90
Allies	102
Allison	95
Ally	75
Alma	93
Almighty	75
Alonso	88
Alonzo	76
Aloysius	73
Alphonse	79
Alpine	94
Alps	97
Alsace	86
Alston	72
Alta	85
Alton	85
Altona	71
Altrincham	74
Alva	73
Alvarado	77
Alvarez	84
Alvin	91
Alzheimer's	86
Amadeus	82
Amalia	70
Amanda	96
Amarillo	79
Amazon	100
Amazonian	71
Amber	90
Ambrose	89
Amelia	88
Amen	74
America	137
America's	108
American	153
Americana	79
Americans	122
Americas	103
Amerindian	73
Ames	87
Amhara	73
Amharic	73
Amherst	91
Ami	73
Amiens	77
Amiga	91
Amish	77
Amman	81
Amos	91
Amritsar	76
Amsterdam	108
Amtrak	94
Amtrak's	73
Amundsen	70
Amur	77
Ana	95
Anaheim	92
Anastasia	81
Anatolia	89
Anatolian	78
Anchorage	85
Ancona	76
Andalusia	79
Andalusian	75
Andaman	75
Andean	82
Anderlecht	72
Anders	88
Andersen	87
Anderson	116
Anderson's	86
Andes	89
Andorra	77
Andover	84
Andre	93
Andrea	98
Andreas	93
Andrei	86
Andres	77
Andrew	119
Andrew's	89
Andrews	104
Andrey	75
Android	81
Andromeda	78
Andros	74
Andy	112
Andy's	71
Angel	110
Angel's	75
Angela	97
Angeles	129
Angelica	77
Angelina	76
Angelo	91
Angelus	73
Angie	83
Angkor	72
Angle	87
Angles	71
Anglesey	76
Anglia	88
Anglican	106
Anglicans	75
Anglo	112
Angola	96
Angolan	78
Angus	93
Anhalt	80
Anheuser	70
Anita	93
Anjou	82
Ankara	85
Ann's	73
Anna	112
Anna's	73
Annapolis	88
Anne	115
Anne's	86
Annette	81
Annie	101
Annunciation	74
Anselm	74
Anson	81
Antarctic	96
Antarctica	93
Anthony	115
Anthony's	75
Antichrist	72
Antietam	72
Antigua	81
Antilles	84
Antioch	93
Antoine	94
Antoinette	81
Anton	98
Antoni	73
Antonia	78
Antonin	70
Antonio	114
Antonius	71
Antony	90
Antwerp	95
Anya	75
Anzac	79
Apache	93
Apaches	70
Aphrodite	77
Apocalypse	90
Apollo	104
Appalachia	70
Appalachian	93
Apple	109
Apple's	84
Appleby	72
Appleton	81
Appomattox	72
Apr	74
April	145
Apulia	75
Aquarius	73
Aquila	70
Aquinas	84
Aquino	83
Aquitaine	81
Ara	74
Arab	118
Arabia	104
Arabian	98
Arabic	114
Arabs	100
Arad	73
Arafat	77
Aragon	93
Aramaic	87
Ararat	72
Arbroath	70
Arcadia	86
Arch	90
Archer	94
Archibald	92
Archie	94
Archimedes	73
Arctic	103
Arden	83
Ardennes	76
Ares	81
Aretha	74
Argentina	115
Argentina's	78
Argentine	107
Argentinian	79
Argo	70
Argonauts	81
Argonne	71
Argos	79
Argyll	84
Ari	81
Arian	74
Ariel	89
Aries	74
Aristotelian	75
Aristotle	93
Aristotle's	78
Arizona	116
Arizona's	70
Arjuna	80
Arkansas	111
Arkhangelsk	70
Arlen	70
Arlene	71
Arles	76
Arlington	98
Armada	82
Armageddon	79
Armand	82
Armando	78
Armenia	101
Armenian	109
Armenians	93
Armin	70
Armstrong	105
Armstrong's	74
Arne	76
Arnhem	79
Arno	72
Arnold	107
Arnold's	74
Aron	71
Arran	74
Arte	79
Artemis	83
Arthur	120
Arthur's	84
Arthurian	77
Artie	76
Artois	72
Artur	73
Arturo	84
Aruba	76
Arundel	83
Aryan	89
Aryans	71
Ascension	82
Asgard	74
Ashanti	77
Ashby	80
Ashcroft	78
Ashe	75
Asher	82
Asheville	79
Ashford	84
Ashkenazi	81
Ashland	84
Ashley	99
Ashton	92
Asia	124
Asia's	76
Asian	126
Asians	83
Asiatic	89
Asimov	79
Asimov's	72
Aspen	84
Asquith	74
Assad	73
Assam	92
Assamese	75
Assemblies	80
Assembly	124
Assisi	76
Assyria	77
Assyrian	92
Assyrians	80
Astaire	75
Aston	98
Astor	84
Astoria	83
Astra	81
Astrid	72
AstroTurf	70
Astros	91
Asturias	83
Asus	81
Atalanta	70
Atari	94
Atchison	74
Athena	86
Athenian	89
Athenians	81
Athens	111
Atherton	78
Athos	73
Atkins	88
Atkinson	90
Atlanta	115
Atlanta's	74
Atlantic	124
Atlantis	94
Atlas	97
Attenborough	72
Attic	79
Attica	77
Attila	74
Atwater	70
Atwood	75
Aubrey	84
Auckland	105
Auden	70
Audi	89
Audrey	87
Audubon	79
Auerbach	71
Aug	86
Augsburg	86
August	145
Augusta	97
Augustine	95
Augustine's	73
Augustinian	81
Augusto	79
Augustus	101
Aura	70
Aurelius	76
Aurora	95
Auschwitz	87
Aussie	72
Austen	81
Austin	113
Austin's	74
Australasia	81
Australasian	81
Australia	137
Australia's	105
Australian	135
Australians	97
Austria	118
Austria's	75
Austrian	114
Austrians	86
Austronesian	75
Autobot	84
Autobots	90
Autumn	94
Auvergne	72
Ava	79
Avalon	89
Avestan	70
Avignon	81
Aviv	95
Avon	96
Axe	83
Axel	84
Axis	97
Ayala	77
Ayers	75
Aylesbury	80
Ayr	81
Ayrshire	84
Ayutthaya	75
Azerbaijan	98
Azerbaijani	84
Azeri	75
Aziz	85
Azores	84
Aztec	88
Aztecs	79
BASIC	100
BBB	75
BBC	139
BBC's	107
BBQ	110
BBS	91
BC	137
BCD	72
BDS	78
BFA	84
BG	87
BH	73
BIOS	89
BMA	75
BMC	86
BMD	72
BMG	100
BMO	72
BMP	85
BMS	74
BMT	91
BMW	112
BMW's	78
BNP	92
BNSF	88
BOAC	81
BPA	80
BPD	72
BPM	78
BRM	78
BSA	94
BSD	92
BSkyB	77
BT	98
BTW	100
BYU	97
Baal	76
Bab	70
Babcock	77
Babel	74
Babylon	95
Babylonia	73
Babylonian	89
Bacchus	72
Bach	96
Bach's	80
Bacharach	70
Bacon	91
Baden	99
Baez	74
Baghdad	99
Bagley	70
Bahamas	91
Bahia	82
Bahrain	91
Baikal	71
Bailey	102
Bailey's	70
Baillie	70
Bainbridge	77
Baird	84
Baja	90
Baker	110
Baker's	79
Bakersfield	80
Baku	87
Balboa	81
Bald	86
Baldwin	102
Bale	74
Balearic	71
Balfour	82
Bali	88
Balinese	72
Balkan	92
Balkans	92
Ball	106
Ballarat	79
Ballard	87
Balmain	75
Baltic	103
Baltimore	115
Baltimore's	72
Balzac	70
Bamberg	75
Bambi	70
Ban	92
Banach	75
Banat	79
Banbury	76
Bancroft	79
Bandung	72
Banff	77
Bangalore	95
Bangkok	95
Bangladesh	108
Bangladeshi	80
Bangor	89
Bank	124
Bank's	77
Banks	102
Bannister	70
Bantu	80
Baptist	110
Baptists	83
Barack	96
Barb	70
Barbados	92
Barbara	110
Barbarossa	82
Barbary	78
Barber	92
Barbie	75
Barbour	76
Barbra	75
Barbuda	70
Barcelona	107
Barclay	83
Bard	80
Bari	84
Barker	96
Barkley	78
Barlow	88
Barn	86
Barnabas	76
Barnaby	72
Barnard	85
Barnes	101
Barnet	84
Barnett	87
Barney	92
Barnsley	88
Barnum	75
Baroda	72
Baron	114
Barr	88
Barrett	95
Barrie	85
Barrington	84
Barron	80
Barry	112
Barry's	75
Barrymore	79
Bart	98
Bart's	70
Barth	73
Bartholomew	82
Bartholomew's	72
Bartlett	87
Bartolomeo	73
Barton	97
Baruch	76
Base	113
Basel	93
Basie	73
Basil	94
Basingstoke	76
Basque	97
Basra	77
Bass	101
Bassett	82
Bastille	75
Bataan	74
Batangas	71
Batavia	81
Bateman	77
Bates	95
Bathurst	88
Batista	82
Batman	104
Batman's	74
Battle	130
Batu	76
Baudelaire	71
Bauer	90
Bauhaus	76
Baum	78
Bavaria	102
Bavarian	94
Baxter	92
Bay's	72
Bayard	74
Bayer	82
Bayern	87
Bayesian	76
Baylor	86
Bayonne	76
Bayreuth	76
Bea	72
Beach	122
Beale	81
Bean	88
Bear	105
Beard	83
Beasley	73
Beastie	71
Beatles	105
Beatrice	90
Beatrix	74
Beatty	84
Beau	81
Beaufort	86
Beaumont	92
Beauregard	73
Beck	75
Beck's	73
Becker	89
Becket	76
Beckett	88
Beckham	79
Becky	81
Bede	81
Bedford	101
Bedfordshire	83
Bedouin	77
Bee	94
Beebe	72
Beecher	78
Beethoven	91
Beethoven's	83
Begin	76
Beijing	108
Beirut	93
Bel	85
Bela	78
Belarus	96
Belfast	105
Belgian	110
Belgians	74
Belgium	114
Belgium's	70
Belgrade	101
Belinda	76
Belize	89
Bell	116
Bell's	82
Bella	86
Bellamy	80
Belle	97
Belleville	78
Bellevue	85
Bellingham	75
Belmont	93
Ben	117
Ben's	74
Bender	83
Benedetto	70
Benedict	99
Benedictine	92
Benetton	74
Benevento	75
Bengal	106
Bengali	97
Bengals	88
Benin	84
Benito	87
Benjamin	111
Benn	74
Bennet	78
Bennett	105
Bennett's	75
Bennington	77
Benny	95
Benoit	82
Benson	96
Bent	79
Bentham	70
Bentley	92
Benton	89
Benz	93
Beowulf	77
Berber	85
Berbers	71
Beresford	77
Berg	91
Bergamo	77
Bergen	99
Berger	91
Bergman	83
Berkeley	108
Berkshire	96
Berlin	122
Berlin's	76
Berliner	78
Berlioz	72
Berman	80
Bermuda	98
Bern	91
Bernadette	75
Bernard	109
Bernard's	71
Bernardino	90
Bernardo	86
Berne	76
Bernese	70
Bernhard	85
Bernice	75
Bernie	89
Bernoulli	71
Bernstein	89
Berry	99
Bert	92
Bertha	82
Bertie	82
Bertram	78
Bertrand	86
Berwick	85
Beryl	74
Bess	80
Bessarabia	78
Bessie	77
Best	130
Bethany	80
Bethesda	81
Bethlehem	91
Bethune	72
Betsy	83
Bette	82
Betty	103
Bevan	74
Beverley	81
Beverly	98
Bexley	71
Beyonce	74
Bhopal	77
Bhutan	88
Bhutto	84
Biafra	70
Bianca	85
Bibi	71
Bible	115
Bibles	70
Biddle	73
Bigelow	78
Biggs	76
Bihar	91
Bijapur	72
Bilbao	82
Bill's	75
Billie	87
Billings	81
Billy	115
Billy's	74
Bing	88
Bingham	84
Binghamton	82
Birch	86
Bird	104
Bird's	70
Birkenhead	81
Birmingham	115
Birmingham's	73
Biscay	76
Biscayne	74
Bishop	121
Bishop's	85
Bismarck	89
Bissau	76
Black's	81
BlackBerry	82
Blackadder	74
Blackburn	97
Blackfoot	70
Blackman	72
Blackmore	73
Blackpool	95
Blackstone	80
Blackwell	86
Blaine	83
Blair	103
Blair's	75
Blake	102
Blake's	79
Blanca	79
Blanchard	80
Blanche	88
Blenheim	77
Bligh	73
Bliss	87
Bloch	80
Blockbuster	72
Blois	74
Blondie	74
Bloom	89
Bloomfield	86
Bloomington	85
Bloomsbury	76
Bluetooth	77
Blum	75
Blumenthal	70
Blvd	86
Blyth	76
Blythe	74
Boardman	72
Boas	72
Bob	122
Bob's	77
Bobby	110
Boca	87
Bochum	71
Boeing	105
Boer	92
Boers	76
Bofors	72
Bogart	78
Bohemia	95
Bohemian	89
Bohemians	77
Bohol	72
Bohr	74
Boise	87
Boland	71
Boleyn	74
Bolivar	75
Bolivia	97
Bolivian	84
Bollywood	90
Bologna	95
Bolshevik	90
Bolsheviks	87
Bolshoi	71
Bolton	99
Boltzmann	72
Bombay	99
Bonaparte	89
Bonaventure	72
Bond	108
Bond's	74
Bone	91
Bonham	76
Boniface	84
Bonn	88
Bonner	78
Bonneville	77
Booker	90
Boolean	81
Boot	83
Booth	95
Bordeaux	93
Borden	81
Borg	79
Borges	77
Borgia	70
Boris	99
Borland	73
Born	122
Borneo	90
Bosch	84
Bose	87
Bosnia	103
Bosnian	94
Boston	126
Boston's	85
Boswell	75
Botha	72
Botswana	86
Boucher	79
Bougainville	78
Boulder	89
Boulogne	81
Bourbon	92
Bourne	88
Bournemouth	89
Bowden	77
Bowdoin	71
Bowen	89
Bowers	78
Bowery	74
Bowes	75
Bowie	95
Bowie's	75
Bowman	86
Boy's	78
Boyce	79
Boyd	97
Boyer	80
Boyle	91
Boyne	71
Brabant	84
Brad	101
Bradbury	79
Braddock	77
Bradford	104
Bradley	102
Bradley's	70
Bradman	79
Bradshaw	85
Brady	98
Braga	78
Bragg	88
Brahma	84
Brahman	77
Brahmaputra	72
Brahms	82
Brain	94
Braintree	70
Brampton	80
Branch	111
Brand	95
Brandeis	77
Brandenburg	93
Brando	76
Brandon	97
Brandt	80
Brandy	75
Brant	79
Brantford	72
Bratislava	85
Braun	86
Braunschweig	73
Bray	84
Brazil	119
Brazil's	82
Brazilian	113
Brazilians	77
Brazos	71
Brecht	75
Brecon	74
Breda	78
Bree	80
Bremen	93
Brenda	88
Brendan	90
Brennan	91
Brenner	74
Brent	93
Brentford	81
Brentwood	81
Brescia	79
Breslau	82
Brest	87
Bret	84
Breton	95
Brett	96
Brewer	85
Brewster	86
Brezhnev	73
Brian	118
Brian's	71
Brice	73
Bride	86
Bridgend	71
Bridgeport	85
Bridger	70
Bridges	93
Bridget	84
Bridgewater	83
Bridgwater	72
Brig	89
Briggs	89
Brigham	89
Bright	94
Brighton	103
Brigitte	73
Brinkley	73
Brisbane	108
Bristol	112
Brit	76
Britain	127
Britain's	100
Britannia	88
Britannica	83
British	147
Britney	81
Briton	73
Britons	83
Britt	74
Brittany	96
Britten	77
Brno	77
Broadway	117
Brock	91
Broderick	73
Brodie	78
Brody	81
Bromley	83
Bromwich	86
Bronson	78
Bronx	97
Brook	102
Brooke	95
Brookfield	76
Brookline	72
Brooklyn	113
Brooks	105
Broome	75
Bros	105
Brown	125
Brown's	95
Browne	93
Browning	88
Brownsville	80
Bruce	115
Bruce's	73
Bruckner	72
Bruges	78
Brunei	89
Brunel	76
Brunner	73
Bruno	97
Brunswick	106
Brussels	103
Brutus	82
Bryan	102
Bryant	96
Bryce	80
Bryn	81
Buchan	76
Buchanan	95
Bucharest	96
Buck	97
Buckingham	92
Buckinghamshire	89
Buckley	91
Buckner	76
Bucky	73
Bud	91
Budapest	99
Budd	79
Buddha	102
Buddha's	76
Buddhism	106
Buddhist	112
Buddhists	85
Buddy	95
Budweiser	71
Buena	85
Buenos	105
Buffalo	111
Buffy	98
Buford	73
Bugatti	70
Buick	84
Bukhara	70
Bukovina	70
Bulgaria	107
Bulgarian	108
Bulgarians	85
Bullock	80
Bundestag	74
Bundy	74
Bunker	83
Bunny	90
Burbank	83
Buren	81
Burg	74
Burger	88
Burgess	91
Burgundian	75
Burgundy	92
Burke	101
Burke's	76
Burkina	79
Burks	70
Burlington	96
Burma	103
Burmese	95
Burnaby	75
Burnett	89
Burney	70
Burnham	84
Burnley	87
Burns	103
Burnside	80
Burr	85
Burroughs	88
Burt	88
Burton	102
Burton's	73
Burundi	80
Busch	94
Bush	116
Bush's	88
BusinessWeek	78
Butch	85
Butler	106
Butler's	75
Butterfield	78
Butterworth	73
Buxton	81
Bydgoszcz	70
Byers	72
Byrd	90
Byrne	93
Byron	95
Byzantine	110
Byzantines	86
Byzantium	82
CAA	89
CAC	84
CARE	75
CBA	91
CBBC	85
CBC	113
CBF	72
CBGB	73
CBI	86
CBM	73
CBN	95
CBP	74
CBS's	90
CBSE	79
CBT	73
CCA	86
CCC	94
CCD	89
CCG	74
CCI	79
CCP	88
CCR	75
CCS	85
CCTV	93
CD	137
CD's	80
CDA	85
CDC	95
CDMA	87
CDO	72
CDR	80
CDT	78
CDU	92
CDs	112
CEA	80
CEP	74
CERN	85
CFA	88
CFB	89
CFC	80
CFCs	71
CFD	72
CFE	73
CFL's	78
CFO	83
CFP	72
CFR	86
CFS	84
CGA	77
CGI	96
CGS	74
CIA	118
CIBC	73
CIC	85
CIE	81
CIO	98
CKD	73
CKLW	70
CLI	74
CLP	77
CLR	80
CLS	71
CMA	88
CMB	76
CME	79
CMF	71
CMG	87
CMOS	87
CMU	78
CNBC	94
CNC	86
CND	72
CNE	74
CNET	79
CNG	83
CNN	110
CNN's	85
CNR	83
CNRS	74
CNS	90
CNT	83
COBOL	75
CPA	90
CPB	74
CPC	98
CPE	73
CPGB	73
CPI	94
CPM	78
CPO	70
CPP	79
CPR	96
CPU	110
CPUs	94
CQ	80
CRC	88
CRT	89
CSA	96
CSC	85
CSD	76
CSF	86
CSG	70
CSI	94
CSIS	75
CSKA	93
CSL	81
CSO	77
CSP	87
CSR	84
CSS	99
CST	82
CSU	91
CSV	74
CSX	96
CSX's	72
CTA	83
CTC	83
CTF	73
CTI	70
CTL	70
CTO	77
CTP	71
CTS	83
CTV	100
CTV's	70
CUNY	80
CV	97
CVA	77
CVC	75
CVR	73
CVS	84
CVT	77
CW's	70
CWA	79
CWS	74
CX	81
Cabernet	76
Cabot	81
Cabral	71
Cabrera	78
Cadillac	89
Cadiz	75
Caen	81
Caesar	101
Caesar's	82
Caesars	73
Cage	93
Cagliari	78
Cagney	73
Cahill	76
Cain	91
Caine	81
Cairo	100
Caithness	75
Caitlin	75
Cajuns	83
Calabria	83
Calais	92
Calcutta	98
Calder	89
Caldwell	92
Cale	76
Caleb	83
Caledonia	89
Caledonian	83
Calgary	105
Calhoun	86
Cali	78
Calif	70
California	138
California's	94
Californian	80
Caligula	71
Callaghan	77
Callahan	79
Caltech	74
Calumet	75
Calvary	79
Calvert	85
Calvin	96
Calvinism	72
Calvinist	81
Calypso	72
Camacho	70
Cambodia	97
Cambodian	85
Cambria	75
Cambrian	81
Cambridge	118
Cambridgeshire	85
Camden	97
Camel	81
Camelot	75
Cameron	104
Cameron's	74
Cameroon	92
Camilla	76
Camille	85
Camino	78
Campania	78
Campbell	112
Campbell's	83
Campos	79
Camus	70
Canaan	82
Canaanite	71
Canada	137
Canada's	105
Canadian	134
Canadians	97
Canaveral	74
Canberra	99
Cancer	99
Candice	70
Candy	90
Canis	71
Cannes	95
Cannon	95
Canon	96
Canterbury	104
Canton	98
Cantonese	91
Cantor	79
Capitol	105
Capone	76
Capra	72
Capri	76
Capricorn	73
Capua	74
Cara	74
Caracas	87
Caravaggio	72
Carboniferous	75
Cardiff	104
Care	102
Carew	75
Carey	100
Carey's	80
Caribbean	112
Carl	113
Carla	86
Carleton	89
Carlin	75
Carling	76
Carlisle	97
Carlo	101
Carlos	111
Carlow	74
Carlson	85
Carlton	98
Carly	84
Carlyle	80
Carmarthen	73
Carmarthenshire	70
Carmel	90
Carmela	71
Carmelite	72
Carmen	95
Carmichael	81
Carmine	76
Carnegie	102
Carney	79
Caro	72
Carol	102
Carole	82
Carolina	126
Carolina's	79
Carolinas	76
Caroline	102
Carolingian	81
Carolyn	85
Caron	71
Carpathian	78
Carpathians	72
Carpenter	95
Carpenter's	70
Carr	99
Carr's	71
Carrie	90
Carrier	93
Carrillo	71
Carroll	101
Carroll's	72
Carry	82
Carson	99
Cartagena	77
Carter	112
Carter's	82
Cartesian	80
Carthage	89
Carthaginian	78
Cartier	81
Cartwright	80
Caruso	73
Carver	86
Cary	87
Casablanca	86
Casanova	74
Cascades	75
Case	102
Casey	98
Cash	96
Caspar	74
Casper	80
Caspian	86
Cass	85
Cassandra	82
Cassel	73
Cassie	84
Cassius	78
Castile	94
Castilian	80
Castillo	86
Castleford	70
Castor	77
Castro	98
Castro's	70
Catalan	94
Catalina	83
Catalonia	91
Catania	79
Catawba	71
Caterpillar	74
Cathay	73
Catherine	108
Catherine's	79
Catholic	132
Catholicism	98
Catholics	106
Cathy	85
Cato	81
Catskill	75
Caucasian	90
Caucasus	94
Cauchy	73
Cavan	76
Cavendish	85
Cayley	70
Cayman	80
Cayuga	75
Cecil	97
Cecilia	85
Cedric	81
Celeste	73
Celia	80
Celine	74
Cello	74
Celsius	85
Celtic	109
Celtics	90
Celts	78
Central	133
Cerberus	70
Ceres	74
Cervantes	76
Cesar	81
Cesare	80
Cessna	82
Ceylon	92
Chad	98
Chadwick	77
Chaim	81
Chaldean	70
Challenger	88
Chalmers	80
Chamberlain	96
Chamberlain's	72
Chambers	96
Champlain	84
Chan	98
Chance	90
Chandigarh	73
Chandler	95
Chandra	90
Chanel	77
Chaney	76
Chang	94
Channing	74
Chao	87
Chaplin	86
Chapman	99
Chapman's	71
Chardonnay	73
Charity	96
Charlemagne	86
Charlene	70
Charles	134
Charles's	75
Charleston	103
Charley	83
Charlie	113
Charlie's	79
Charlotte	109
Charlotte's	71
Charlottesville	78
Charlottetown	76
Charlton	94
Chartres	75
Chas	73
Chase	103
Chatham	95
Chattahoochee	71
Chattanooga	87
Chaucer	75
Chauncey	72
Chautauqua	75
Chavez	81
Che	82
Chechen	86
Chechens	70
Chechnya	80
Cheer	70
Chekhov	70
Chelmsford	81
Chelsea	104
Cheltenham	90
Chen	102
Cheney	86
Cheng	90
Cher	83
Cherbourg	75
Chernobyl	75
Cherokee	100
Cherry	99
Cheryl	84
Chesapeake	94
Cheshire	97
Chester	106
Chesterfield	88
Chesterton	71
Chet	79
Chevalier	83
Chevrolet	97
Chevron	76
Chevy	83
Cheyenne	88
Chiang	94
Chiapas	74
Chiba	81
Chic	70
Chicago	130
Chicago's	92
Chicano	76
Chichester	86
Chick	83
Chickasaw	75
Chico	85
Chihuahua	78
Chile	109
Chile's	73
Chilean	99
Chilton	75
Chin	88
China	133
China's	98
Chinatown	90
Chinese	133
Ching	86
Chinook	78
Chip	88
Chippewa	79
Chirac	75
Chisholm	78
Chittagong	79
Chloe	83
Choctaw	80
Chomsky	78
Chongqing	77
Chopin	81
Chou	71
Chris	121
Chrissie	70
Christ	118
Christ's	89
Christchurch	93
Christendom	71
Christensen	80
Christi	88
Christian	133
Christianity	113
Christians	111
Christie	93
Christie's	80
Christina	94
Christine	97
Christmas	121
Christoph	82
Christophe	77
Christopher	113
Christy	84
Chronicles	93
Chrysler	96
Chuck	103
Chung	91
Church	138
Church's	87
Churches	101
Churchill	103
Churchill's	76
Cicero	86
Cincinnati	110
Cinderella	85
Cindy	87
CinemaScope	74
Cingular	120
Cisco	83
Cistercian	81
Claiborne	78
Clair	89
Claire	100
Clancy	80
Clapton	86
Clara	99
Claremont	86
Clarence	97
Clarendon	80
Clarissa	71
Clark	116
Clark's	87
Clarke	105
Clarke's	76
Clarksville	72
Claude	102
Claudia	88
Claudio	84
Claudius	88
Claus	89
Clay	101
Clayton	96
Clearwater	82
Clem	70
Clemens	84
Clement	98
Clemente	80
Clements	81
Clemson	83
Cleo	72
Cleopatra	85
Cleveland	115
Cleveland's	75
Cliff	97
Clifford	95
Clifton	94
Cline	77
Clint	89
Clinton	111
Clinton's	82
Clio	71
Clive	94
Clough	78
Clovis	79
Cluj	78
Cluny	71
Clyde	99
Coahuila	71
Coates	79
Cobain	77
Cobb	92
Cobham	74
Coburg	81
Cochin	82
Cochran	81
Cochrane	86
Cockburn	77
Cody	88
Coffey	71
Cohen	101
Cohen's	73
Cohn	78
Coimbatore	78
Coimbra	79
Coke	85
Colbert	88
Colby	80
Colchester	88
Cole	105
Cole's	74
Coleman	98
Coleridge	77
Coles	82
Colgate	76
Colin	104
Collie	71
Collier	85
Collins	110
Colman	72
Colo	78
Cologne	99
Colombia	107
Colombian	98
Colombo	92
Colorado	118
Colorado's	71
Colt	91
Coltrane	78
Columbia	125
Columbia's	78
Columbian	87
Columbine	71
Columbus	107
Comanche	82
Combs	79
Comcast	85
Comdr	76
Comintern	79
Commons	113
Commonwealth	116
Communion	88
Communism	87
Communist	117
Communists	94
Como	86
Compostela	74
Compton	91
CompuServe	76
Comstock	73
Comte	80
Con	91
Conan	94
Concord	93
Concorde	78
Concordia	85
Confederacy	93
Confederate	112
Confederates	90
Confucian	83
Confucianism	77
Confucius	75
Cong	85
Congo	103
Congolese	77
Congregational	85
Congress	129
Congresses	93
Congressional	102
Conley	71
Connacht	82
Connaught	77
Connecticut	115
Conner	79
Connery	74
Connie	88
Connor	91
Connors	78
Conrad	98
Conrail	76
Conroy	74
Conservative	117
Conservatives	99
Constable	91
Constance	91
Constantine	99
Constantinople	103
Constitution	117
Continent	82
Continental	106
Contreras	70
Convair	72
Conway	94
Cook	108
Cook's	78
Cooke	90
Cookie	76
Cooley	78
Coolidge	81
Cooper	110
Cooper's	80
Coors	71
Copeland	82
Copenhagen	102
Copernicus	75
Copland	72
Copley	74
Coppola	78
Coptic	87
Cora	77
Coral	91
Corbett	84
Corbin	73
Corby	72
Corcoran	77
Cord	72
Cordelia	82
Cordova	72
Corey	86
Corfu	76
Corinth	83
Corinthian	81
