japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28208	gosoudan
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:23545	kibou
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18960	hakuna
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:15665	ka
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:25500	deha
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17429	achikochi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:21051	ikanojoukendeoshirabeitashimasu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:22605	moirasshai
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:29244	te
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28479	kanbi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:27746	gatsujoujunni
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:30392	o
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:21768	deshi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:21379	soredeha
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:15713	makoto
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:30089	kibou
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28144	de
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17397	deha
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:20979	de
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:25021	okangae
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:27103	yoroshikuonegaiitashimasu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:22262	ni
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:27339	ta
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:22876	o
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28982	woo
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28631	ga
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17477	achikochi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:25284	ga
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18395	no
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:25108	ni
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:26552	deshou
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:27451	masu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:25300	de
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28112	te
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:21435	de
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:26584	hito
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:23115	katsukodomoryoukinnosetteigaaruyadowokibou
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17669	deyoroshii
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:23897	oheya
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:20851	hakudesu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:25636	shokujiha
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:16081	tabearukiwo
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28846	nanka
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:26712	ka
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18507	tomari
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:15442	imano
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:15745	shita
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:30305	sukoshiasoberubashonoaruyadodatoyoriureshiidesu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:21585	o
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:29300	deori
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17869	kodomogaakiteshimawanaiyou
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:20204	uketamawari
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18849	masu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:21776	yoroshii
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:23985	chuushin
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:21975	woitashi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:25866	masu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:24057	rete
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:27245	suuha
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:26544	ta
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18523	kankouchi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:25116	futari
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28974	ga
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:15673	ta
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17054	shouchishimashita
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18865	o
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:21275	ha
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:21003	to
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17757	ninzuu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:19280	sayoude
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:22015	kousokudourokarachikaitokorogaiidesu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:27841	masu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18116	enshutsu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:22923	chikakushizuka
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:23465	ta
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:21561	wo
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:29452	teru
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:16049	unten
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:22891	ni
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:16575	arigatougozaimasu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:26120	kibouha
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28870	yukatagaerabetaritoka
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:16934	ni
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17222	yoroshikuonegaishimasu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:22749	heya
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17773	kodomo
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:24335	nagame
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18140	hakude
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:16097	shinisenoryokan
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:21163	no
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18467	desune
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17485	yado
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:21179	negaishi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:29595	o
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:24065	sorede
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:20348	ha
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:26880	o
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:25524	shukuhakunissuuha
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:29634	taikenno
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:30297	ninzuugaokimarideshitara
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:30225	desu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17405	hoka
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18920	ta
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:20947	ta
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28224	nadenikkoutoushouguutosonoshuuhennokankouwokeikakushiteimasu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:21019	deshouka
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:16918	soredeha
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:30273	osagashi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:30415	heyawo
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:25356	soudesune
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:27427	kashikomarimashita
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:21529	iidesune
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:19662	mashou
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:19758	sagashishi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:24503	urouro
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:26384	na
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:22629	narimasu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:27490	hoka
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:23193	sono
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:27809	kanou
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:20316	kankou
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:26600	arigatougozai
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17198	deno
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17349	yadowo
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:30161	man
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:16862	hitona
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:26224	sore
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:16527	ni
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:29372	ga
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:29356	kuukoukarasougeinoaruyadowosagashiteimasu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:22103	wo
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18697	no
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:23681	shiyou
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18124	no
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:27435	tsuki
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17102	sagashi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:23131	soredeha
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:25180	oheya
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:25842	okyakusamanogokibouwookikaseitadakemasudeshouka
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:29140	otomari
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:15474	chuushajoumuryounoyadowokibou
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:20276	sore
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28567	ka
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:23313	hou
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17541	ankanatokorode
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18172	soredeha
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:26368	wo
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:27730	shouchishi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:25763	o
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:20236	gokibou
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:24105	sagashi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18594	deshou
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:29292	de
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17925	masu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17909	no
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:19344	ninzuu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28822	gagozai
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:22310	mashita
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18753	desu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:25093	ha
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:20062	gadekiru
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:22979	kashikomarimashita
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:24774	kashikomari
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:21489	hatochigikennikkou
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:23043	hoka
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:16321	fuufu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:22119	tabi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:30431	samaha
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:15577	koukyoukoutsuukikan
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17269	masu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:24575	soredeha
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:15953	onegaishimasu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:23905	gaaru
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:24798	wo
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:30169	kodomoryoukin
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:22789	deyoroshii
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28742	ka
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:19958	yosan
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:15522	no
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18602	mashi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:16345	o
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28758	joshi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17661	nokazu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:23753	kashikomarimashita
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:25252	itadake
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:16950	kannai
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:23769	yoroshikuonegaishimasu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18841	desu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:20412	asa
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:30049	hito
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:16822	nomi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:29516	bashohashigakende
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18419	ha
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28471	kuwae
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:30574	ikisakiha
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28280	desu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:25716	ni
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28607	ni
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:19902	hadekire
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:22247	na
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28391	honjitsuhagoriyouitadakimashite
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:24471	go
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17038	yauta
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17501	gaureshii
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:24902	ta
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:20420	kankounokotohamadakangaerareteimasendeshita
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28200	mashita
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:24527	arigatougozai
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:22406	to
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18904	no
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:20436	de
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:27929	i
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:29204	yado
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:15865	ni
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17893	masu
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28327	kamikawachi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:22430	sagashi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:26664	kara
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:19064	kashikomari
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:20675	te
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:25085	ga
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:24383	nichinankaigan
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:23505	sagashi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:26416	ga
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:15769	kiboushi
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:27206	no
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:18880	dono
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:19734	onegai
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:27379	tokuni
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:28431	kudasai
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:22239	naru
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:30495	go
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:17597	gozai
japanese	japanese-conversation-asdc	full	docs/language-contract-benchmark/conversations/inputs.tsv:24447	tonikaku
japanese	japanese-conversation-asdc	half	docs/language-contract-benchmark/conversations/inputs.tsv:17031	shi
japanese	japanese-conversation-asdc	half	docs/language-contract-benchmark/conversations/inputs.tsv:23060	ts
japanese	japanese-conversation-asdc	half	docs/language-contract-benchmark/conversations/inputs.tsv:27818	jou
japanese	japanese-conversation-asdc	half	docs/language-contract-benchmark/conversations/inputs.tsv:17574	he
japanese	japanese-conversation-asdc	half	docs/language-contract-benchmark/conversations/inputs.tsv:22535	ki
japanese	japanese-conversation-asdc	half	docs/language-contract-benchmark/conversations/inputs.tsv:18109	h
japanese	japanese-conversation-asdc	half	docs/language-contract-benchmark/conversations/inputs.tsv:18603	ma
japanese	japanese-conversation-asdc	half	docs/language-contract-benchmark/conversations/inputs.tsv:29039	sore
japanese	japanese-conversation-asdc	half	docs/language-contract-benchmark/conversations/inputs.tsv:24312	d
japanese	japanese-conversation-asdc	half	docs/language-contract-benchmark/conversations/inputs.tsv:27262	yoroshikuone
japanese	japanese-conversation-asdc	half	docs/language-contract-benchmark/conversations/inputs.tsv:29771	s
japanese	japanese-conversation-asdc	half	docs/language-contract-benchmark/conversations/inputs.tsv:23698	ha
japanese	japanese-conversation-asdc	half	docs/language-contract-benchmark/conversations/inputs.tsv:30559	b
japanese	japanese-conversation-asdc	half	docs/language-contract-benchmark/conversations/inputs.tsv:20087	hik
japanese	japanese-conversation-asdc	half	docs/language-contract-benchmark/conversations/inputs.tsv:27475	t
japanese	japanese-conversation-asdc	half	docs/language-contract-benchmark/conversations/inputs.tsv:25245	baik
japanese	japanese-conversation-asdc	half	docs/language-contract-benchmark/conversations/inputs.tsv:27898	konotabi
