wiki-full	1582620	qiukaiwei	邱凱偉
wiki-initial	1582620	qkw	邱凱偉
wiki-mixed	1582620	qkaiw	邱凱偉
wiki-full	6735665	qiuxianrong	邱憲榮
wiki-initial	6735665	qxr	邱憲榮
wiki-mixed	6735665	qxianr	邱憲榮
wiki-full	366510	zhoushouxun	周守訓
wiki-initial	366510	zsx	周守訓
wiki-mixed	366510	zshoux	周守訓
wiki-full	331460	zhuxiaotian	朱孝天
wiki-initial	331460	zxt	朱孝天
wiki-mixed	331460	zxiaot	朱孝天
wiki-full	9315470	cuiliyu	崔立于
wiki-initial	9315470	cly	崔立于
wiki-mixed	9315470	cliy	崔立于
wiki-full	12949	qiqin	齊秦
wiki-initial	12949	qq	齊秦
wiki-mixed	12949	qqin	齊秦
wiki-full	5166427	zhouyutian	周予天
wiki-initial	5166427	zyt	周予天
wiki-mixed	5166427	zyut	周予天
wiki-full	4448881	zhouxingzhe	周興哲
wiki-initial	4448881	zxz	周興哲
wiki-mixed	4448881	zxingz	周興哲
wiki-full	1231763	zhangshitang	張士堂
wiki-initial	1231763	zst	張士堂
wiki-mixed	1231763	zshit	張士堂
wiki-full	1114206	zhangshuwei	張書偉
wiki-initial	1114206	zsw	張書偉
wiki-mixed	1114206	zshuw	張書偉
wiki-full	536161	aoquan	敖犬
wiki-initial	536161	aq	敖犬
wiki-mixed	536161	aquan	敖犬
wiki-full	524831	qiushengyi	邱勝翊
wiki-initial	524831	qsy	邱勝翊
wiki-mixed	524831	qshengy	邱勝翊
wiki-full	554632	chenyilang	陳一郎
wiki-initial	554632	cyl	陳一郎
wiki-mixed	554632	cyil	陳一郎
wiki-full	802396	chenyisheng	陳以生
wiki-initial	802396	cys	陳以生
wiki-mixed	802396	cyis	陳以生
wiki-full	3912291	chenrushan	陳如山
wiki-initial	3912291	crs	陳如山
wiki-mixed	3912291	crus	陳如山
wiki-full	56026	chenjiannian	陳建年
wiki-initial	56026	cjn	陳建年
wiki-mixed	56026	cjiann	陳建年
wiki-full	4303692	chenjianwei	陳建瑋
wiki-initial	4303692	cjw	陳建瑋
wiki-mixed	4303692	cjianw	陳建瑋
wiki-full	1149940	duanxuming	段旭明
wiki-initial	1149940	dxm	段旭明
wiki-mixed	1149940	dxum	段旭明
wiki-full	1213471	caichangxian	蔡昌憲
wiki-initial	1213471	ccx	蔡昌憲
wiki-mixed	1213471	cchangx	蔡昌憲
wiki-full	6174854	zhengyuchen	鄭宇辰
wiki-initial	6174854	zyc	鄭宇辰
wiki-mixed	6174854	zyuc	鄭宇辰
wiki-full	2863543	huangmingwei	黃名偉
wiki-initial	2863543	hmw	黃名偉
wiki-mixed	2863543	hmingw	黃名偉
wiki-full	6976087	linyiyuan	林頤原
wiki-initial	6976087	lyy	林頤原
wiki-mixed	6976087	lyiy	林頤原
wiki-full	8436819	fangyijia	方毅家
wiki-initial	8436819	fyj	方毅家
wiki-mixed	8436819	fyij	方毅家
wiki-full	755323	fangshunji	方順吉
wiki-initial	755323	fsj	方順吉
wiki-mixed	755323	fshunj	方順吉
wiki-full	1376951	minxiong	民雄
wiki-initial	1376951	mx	民雄
wiki-mixed	1376951	mxiong	民雄
wiki-full	3396489	wangzhenfu	王振復
wiki-initial	3396489	wzf	王振復
wiki-mixed	3396489	wzhenf	王振復
wiki-full	221977	feixiang	費翔
wiki-initial	221977	fx	費翔
wiki-mixed	221977	fxiang	費翔
wiki-full	127679	feiyuqing	費玉清
wiki-initial	127679	fyq	費玉清
wiki-mixed	127679	fyuq	費玉清
wiki-full	152409	chenqiaoen	陳喬恩
wiki-initial	152409	cqe	陳喬恩
wiki-mixed	152409	cqiaoe	陳喬恩
wiki-full	6764621	chenxinyue	陳忻玥
wiki-initial	6764621	cxy	陳忻玥
wiki-mixed	6764621	cxiny	陳忻玥
wiki-full	1427181	chensihan	陳思函
wiki-initial	1427181	csh	陳思函
wiki-mixed	1427181	csih	陳思函
wiki-full	7863742	chenshiya	陳詩雅
wiki-initial	7863742	csy	陳詩雅
wiki-mixed	7863742	cshiy	陳詩雅
wiki-full	4194464	chenyuxin	陳予新
wiki-initial	4194464	cyx	陳予新
wiki-mixed	4194464	cyux	陳予新
wiki-full	7278163	chensiling	陳思綾
wiki-initial	7278163	csl	陳思綾
wiki-mixed	7278163	csil	陳思綾
wiki-full	677187	zhengyinong	鄭宜農
wiki-initial	677187	zyn	鄭宜農
wiki-mixed	677187	zyin	鄭宜農
wiki-full	5197892	jiaomanting	焦曼婷
wiki-initial	5197892	jmt	焦曼婷
wiki-mixed	5197892	jmant	焦曼婷
wiki-full	334756	chenjiahua	陳嘉樺
wiki-initial	334756	cjh	陳嘉樺
wiki-mixed	334756	cjiah	陳嘉樺
wiki-full	676543	chenderong	陳德容
wiki-initial	676543	cdr	陳德容
wiki-mixed	676543	cder	陳德容
wiki-full	3041356	chenshuping	陳淑萍
wiki-initial	3041356	csp	陳淑萍
wiki-mixed	3041356	cshup	陳淑萍
wiki-full	1214644	chenqixuan	陳綺萱
wiki-initial	1214644	cqx	陳綺萱
wiki-mixed	1214644	cqix	陳綺萱
wiki-full	156745	chenqizhen	陳綺貞
wiki-initial	156745	cqz	陳綺貞
wiki-mixed	156745	cqiz	陳綺貞
wiki-full	2771001	chenfangyu	陳芳語
wiki-initial	2771001	cfy	陳芳語
wiki-mixed	2771001	cfangy	陳芳語
wiki-full	1049915	chenshuang	陳雙
wiki-initial	1049915	cs	陳雙
wiki-mixed	1049915	cshuang	陳雙
wiki-full	1516343	chenyingjie	陳盈潔
wiki-initial	1516343	cyj	陳盈潔
wiki-mixed	1516343	cyingj	陳盈潔
wiki-full	416644	qianweijuan	錢薇娟
wiki-initial	416644	qwj	錢薇娟
wiki-mixed	416644	qweij	錢薇娟
wiki-full	1167035	zhulijing	朱俐靜
wiki-initial	1167035	zlj	朱俐靜
wiki-mixed	1167035	zlij	朱俐靜
wiki-full	1072390	zhongyiqin	鍾依芹
wiki-initial	1072390	zyq	鍾依芹
wiki-mixed	1072390	zyiq	鍾依芹
wiki-full	151631	qiyu	齊豫
wiki-initial	151631	qy	齊豫
wiki-mixed	151631	qyu	齊豫
wiki-full	334284	zhouyipei	周宜霈
wiki-initial	334284	zyp	周宜霈
wiki-mixed	334284	zyip	周宜霈
wiki-full	1063514	cuitaijing	崔苔菁
wiki-initial	1063514	ctj	崔苔菁
wiki-mixed	1063514	ctaij	崔苔菁
wiki-full	1455839	zhangziting	張子庭
wiki-initial	1455839	zzt	張子庭
wiki-mixed	1455839	zzit	張子庭
wiki-full	2890720	zhanglimin	張琍敏
wiki-initial	2890720	zlm	張琍敏
wiki-mixed	2890720	zlim	張琍敏
wiki-full	548520	zhangninger	張甯兒
wiki-initial	548520	zne	張甯兒
wiki-mixed	548520	zninge	張甯兒
wiki-full	925627	jiangyuchen	江語晨
wiki-initial	925627	jyc	江語晨
wiki-mixed	925627	jyuc	江語晨
wiki-full	3586107	jixinling	紀欣伶
wiki-initial	3586107	jxl	紀欣伶
wiki-mixed	3586107	jxinl	紀欣伶
wiki-full	482941	caipeilin	蔡裴琳
wiki-initial	482941	cpl	蔡裴琳
wiki-mixed	482941	cpeil	蔡裴琳
wiki-full	549144	zhanziqing	詹子晴
wiki-initial	549144	zzq	詹子晴
wiki-mixed	549144	zziq	詹子晴
wiki-full	3321454	tingxuan	庭瑄
wiki-initial	3321454	tx	庭瑄
wiki-mixed	3321454	txuan	庭瑄
wiki-full	152533	zhaoxiaoqiao	趙小僑
wiki-initial	152533	zxq	趙小僑
wiki-mixed	152533	zxiaoq	趙小僑
wiki-full	1029016	chenyanxi	陳妍希
wiki-initial	1029016	cyx	陳妍希
wiki-mixed	1029016	cyanx	陳妍希
wiki-full	607392	chenyuhan	陳瑀涵
wiki-initial	607392	cyh	陳瑀涵
wiki-mixed	607392	cyuh	陳瑀涵
wiki-full	532048	chenyixian	陳譯賢
wiki-initial	532048	cyx	陳譯賢
wiki-mixed	532048	cyix	陳譯賢
wiki-full	4474570	chenyuhan	陳郁涵
wiki-initial	4474570	cyh	陳郁涵
wiki-mixed	4474570	cyuh	陳郁涵
wiki-full	718982	daiailing	戴愛玲
wiki-initial	718982	dal	戴愛玲
wiki-mixed	718982	dail	戴愛玲
wiki-full	1597104	daimeijun	戴梅君
wiki-initial	1597104	dmj	戴梅君
wiki-mixed	1597104	dmeij	戴梅君
wiki-full	1596978	dengyongjia	鄧詠家
wiki-initial	1596978	dyj	鄧詠家
wiki-mixed	1596978	dyongj	鄧詠家
wiki-full	3454167	dongyujun	董育君
wiki-initial	3454167	dyj	董育君
wiki-mixed	3454167	dyuj	董育君
wiki-full	473523	fangjiwei	方季韋
wiki-initial	473523	fjw	方季韋
wiki-mixed	473523	fjiw	方季韋
wiki-full	1914833	fangzhiyou	方志友
wiki-initial	1914833	fzy	方志友
wiki-mixed	1914833	fzhiy	方志友
wiki-full	1076921	fangwenlin	方文琳
wiki-initial	1076921	fwl	方文琳
wiki-mixed	1076921	fwenl	方文琳
wiki-full	314229	fanweiqi	范瑋琪
wiki-initial	314229	fwq	范瑋琪
wiki-mixed	314229	fweiq	范瑋琪
wiki-full	372216	fengfeifei	鳳飛飛
wiki-initial	372216	fff	鳳飛飛
wiki-mixed	372216	ffeif	鳳飛飛
wiki-full	1299176	fangfangfang	方芳芳
wiki-initial	1299176	fff	方芳芳
wiki-mixed	1299176	ffangf	方芳芳
wiki-full	930259	jiwenhui	紀文惠
wiki-initial	930259	jwh	紀文惠
wiki-mixed	930259	jwenh	紀文惠
wiki-full	582803	guojieqi	郭婕祈
wiki-initial	582803	gjq	郭婕祈
wiki-mixed	582803	gjieq	郭婕祈
wiki-full	7180734	guozhiyin	郭芝吟
wiki-initial	7180734	gzy	郭芝吟
wiki-mixed	7180734	gzhiy	郭芝吟
wiki-full	6230273	jinyunao	金魚腦
wiki-initial	6230273	jyn	金魚腦
wiki-mixed	6230273	jyun	金魚腦
wiki-full	1024905	gaoyiai	高以愛
wiki-initial	1024905	gya	高以愛
wiki-mixed	1024905	gyia	高以愛
wiki-full	1251070	gaoshengmei	高勝美
wiki-initial	1251070	gsm	高勝美
wiki-mixed	1251070	gshengm	高勝美
wiki-full	712441	gaoyuzhen	高宇蓁
wiki-initial	712441	gyz	高宇蓁
wiki-mixed	712441	gyuz	高宇蓁
wiki-full	813066	gaohuijun	高慧君
wiki-initial	813066	ghj	高慧君
wiki-mixed	813066	ghuij	高慧君
wiki-full	6171646	gaoleiya	高蕾雅
wiki-initial	6171646	gly	高蕾雅
wiki-mixed	6171646	gleiy	高蕾雅
wiki-full	7278254	gechenyu	葛宸羽
wiki-initial	7278254	gcy	葛宸羽
wiki-mixed	7278254	gcheny	葛宸羽
wiki-full	1247572	guanqing	管罄
wiki-initial	1247572	gq	管罄
wiki-mixed	1247572	gqing	管罄
wiki-full	7369837	guojiajia	郭嘉佳
wiki-initial	7369837	gjj	郭嘉佳
wiki-mixed	7369837	gjiaj	郭嘉佳
wiki-full	1642500	guotingting	郭婷婷
wiki-initial	1642500	gtt	郭婷婷
wiki-mixed	1642500	gtingt	郭婷婷
wiki-full	3300870	cuifengjichunchan	翠峰姬春蟬
wiki-initial	3300870	cfjcc	翠峰姬春蟬
wiki-mixed	3300870	cfengjchunc	翠峰姬春蟬
wiki-full	99126	taiwanzhangzongshanyang	台灣長鬃山羊
wiki-initial	99126	twzzsy	台灣長鬃山羊
wiki-mixed	99126	twanzzongsyang	台灣長鬃山羊
wiki-full	8919860	taiwanxujinbane	臺灣旭錦斑蛾
wiki-initial	8919860	twxjbe	臺灣旭錦斑蛾
wiki-mixed	8919860	twanxjinbe	臺灣旭錦斑蛾
wiki-full	1108312	lanyuguangzeguaniu	蘭嶼光澤蝸牛
wiki-initial	1108312	lygzgn	蘭嶼光澤蝸牛
wiki-mixed	1108312	lyugzegniu	蘭嶼光澤蝸牛
wiki-full	3288462	eluanbiyebaihe	鵝鑾鼻野百合
wiki-initial	3288462	elbybh	鵝鑾鼻野百合
wiki-mixed	3288462	eluanbyebhe	鵝鑾鼻野百合
wiki-full	3300974	dayuanbanqiubeixiangbichong	大圓斑球背象鼻蟲
wiki-initial	3300974	dybqbxbc	大圓斑球背象鼻蟲
wiki-mixed	3300974	dyuanbqiubxiangbchong	大圓斑球背象鼻蟲
wiki-full	3300910	dahuangbaotiancane	大黃豹天蠶蛾
wiki-initial	3300910	dhbtce	大黃豹天蠶蛾
wiki-mixed	3300910	dhuangbtiance	大黃豹天蠶蛾
wiki-full	1027910	duanwenxiaobiaoju	短吻小鰾鮈
wiki-initial	1027910	dwxbj	短吻小鰾鮈
wiki-mixed	1027910	dwenxbiaoj	短吻小鰾鮈
wiki-full	3632811	zhangwensongshu	長吻松鼠
wiki-initial	3632811	zwss	長吻松鼠
wiki-mixed	3632811	zwensshu	長吻松鼠
wiki-full	3266633	duoxianxiaomicao	多腺小米草
wiki-initial	3266633	dxxmc	多腺小米草
wiki-mixed	3266633	dxianxmic	多腺小米草
wiki-full	85783	feicuishuwa	翡翠樹蛙
wiki-initial	85783	fcsw	翡翠樹蛙
wiki-mixed	85783	fcuiswa	翡翠樹蛙
wiki-full	1424419	taiwanqiutuo	台灣鰍鮀
wiki-initial	1424419	twqt	台灣鰍鮀
wiki-mixed	1424419	twanqtuo	台灣鰍鮀
wiki-full	3301494	gaoshanjichunchan	高山姬春蟬
wiki-initial	3301494	gsjcc	高山姬春蟬
wiki-mixed	3301494	gshanjchunc	高山姬春蟬
wiki-full	3632270	gaoshanbaifushu	高山白腹鼠
wiki-initial	3632270	gsbfs	高山白腹鼠
wiki-mixed	3632270	gshanbfus	高山白腹鼠
wiki-full	3306740	gaoshayanhuidie	高砂燕灰蝶
wiki-initial	3306740	gsyhd	高砂燕灰蝶
wiki-mixed	3306740	gshayhuid	高砂燕灰蝶
wiki-full	1062046	taiwanhuamei	臺灣畫眉
wiki-initial	1062046	twhm	臺灣畫眉
wiki-mixed	1062046	twanhmei	臺灣畫眉
wiki-full	6258049	wulaichijian	烏來赤箭
wiki-initial	6258049	wlcj	烏來赤箭
wiki-mixed	6258049	wlaicjian	烏來赤箭
wiki-full	7849258	beishanzexie	北山澤蟹
wiki-initial	7849258	bszx	北山澤蟹
wiki-mixed	7849258	bshanzxie	北山澤蟹
wiki-full	7858848	daguanzexie	達觀澤蟹
wiki-initial	7858848	dgzx	達觀澤蟹
wiki-mixed	7858848	dguanzxie	達觀澤蟹
wiki-full	3308794	taiwangoufendie	臺灣鉤粉蝶
wiki-initial	3308794	twgfd	臺灣鉤粉蝶
wiki-mixed	3308794	twangfend	臺灣鉤粉蝶
wiki-full	3301864	hengchunjichunchan	恆春姬春蟬
wiki-initial	3301864	hcjcc	恆春姬春蟬
wiki-mixed	3301864	hchunjchunc	恆春姬春蟬
wiki-full	3301867	hengchunyuyichan	恆春羽衣蟬
wiki-initial	3301867	hcyyc	恆春羽衣蟬
wiki-mixed	3301867	hchunyyic	恆春羽衣蟬
wiki-full	3302042	hualianmuchan	花蓮暮蟬
wiki-initial	3302042	hlmc	花蓮暮蟬
wiki-mixed	3302042	hlianmchan	花蓮暮蟬
wiki-full	2994502	huaxian	花蜆
wiki-initial	2994502	hx	花蜆
wiki-mixed	2994502	hxian	花蜆
wiki-full	3823546	hejiqingting	褐基蜻蜓
wiki-initial	3823546	hjqt	褐基蜻蜓
wiki-mixed	3823546	hjiqting	褐基蜻蜓
wiki-full	3823536	huangjiqingting	黃基蜻蜓
wiki-initial	3823536	hjqt	黃基蜻蜓
wiki-mixed	3823536	hjiqting	黃基蜻蜓
wiki-full	3302167	huangxiongguanbifu	黃胸管鼻蝠
wiki-initial	3302167	hxgbf	黃胸管鼻蝠
wiki-mixed	3302167	hxionggbif	黃胸管鼻蝠
wiki-full	3302168	huangxiongheichiying	黃胸黑翅螢
wiki-initial	3302168	hxhcy	黃胸黑翅螢
wiki-mixed	3302168	hxionghchiy	黃胸黑翅螢
wiki-full	3302103	huangbaotiancane	黃豹天蠶蛾
wiki-initial	3302103	hbtce	黃豹天蠶蛾
wiki-mixed	3302103	hbaotcane	黃豹天蠶蛾
wiki-full	3301771	heichicaochan	黑翅草蟬
wiki-initial	3301771	hccc	黑翅草蟬
wiki-mixed	3301771	hchicchan	黑翅草蟬
wiki-full	1865266	heidianshuangdaigoue	黑點雙帶鉤蛾
wiki-initial	1865266	hdsdge	黑點雙帶鉤蛾
wiki-mixed	1865266	hdiansdaige	黑點雙帶鉤蛾
wiki-full	3314506	cixieerjue	刺叶耳蕨
wiki-initial	3314506	cxej	刺叶耳蕨
wiki-mixed	3314506	cxieejue	刺叶耳蕨
wiki-full	214876	baihelan	白鶴蘭
wiki-initial	214876	bhl	白鶴蘭
wiki-mixed	214876	bhel	白鶴蘭
wiki-full	988588	maozhang	冇樟
wiki-initial	988588	mz	冇樟
wiki-mixed	988588	mzhang	冇樟
wiki-full	3311819	pisunmu	皮孫木
wiki-initial	3311819	psm	皮孫木
wiki-mixed	3311819	psunm	皮孫木
wiki-full	3276155	shanyansui	山芫荽
wiki-initial	3276155	sys	山芫荽
wiki-mixed	3276155	syans	山芫荽
wiki-full	989086	daoluanxiedongqing	倒卵叶冬青
wiki-initial	989086	dlxdq	倒卵叶冬青
wiki-mixed	989086	dluanxdongq	倒卵叶冬青
wiki-full	3283782	datoucha	大頭茶
wiki-initial	3283782	dtc	大頭茶
wiki-mixed	3283782	dtouc	大頭茶
wiki-full	1565096	diluntao	第倫桃
wiki-initial	1565096	dlt	第倫桃
wiki-mixed	1565096	dlunt	第倫桃
wiki-full	9501994	ribenmaoruixiang	日本毛瑞香
wiki-initial	9501994	rbmrx	日本毛瑞香
wiki-mixed	9501994	rbenmruix	日本毛瑞香
wiki-full	645805	yangjinhua	洋金花
wiki-initial	645805	yjh	洋金花
wiki-mixed	645805	yjinh	洋金花
wiki-full	3285939	xiaoguoshi	小果柿
wiki-initial	3285939	xgs	小果柿
wiki-mixed	3285939	xguos	小果柿
wiki-full	527215	xiaomaozhantai	小毛氈苔
wiki-initial	527215	xmzt	小毛氈苔
wiki-mixed	527215	xmaoztai	小毛氈苔
wiki-full	982983	qilinxie	麒麟叶
wiki-initial	982983	qlx	麒麟叶
wiki-mixed	982983	qlinx	麒麟叶
wiki-full	8252944	zhenzhuqilincai	珍珠麒麟菜
wiki-initial	8252944	zzqlc	珍珠麒麟菜
wiki-mixed	8252944	zzhuqlinc	珍珠麒麟菜
wiki-full	3310021	feneshuweicao	粉萼鼠尾草
wiki-initial	3310021	feswc	粉萼鼠尾草
wiki-mixed	3310021	fesweic	粉萼鼠尾草
wiki-full	988877	fenfangji	粉防己
wiki-initial	988877	ffj	粉防己
wiki-mixed	988877	ffangj	粉防己
wiki-full	637425	zhengrong	正榕
wiki-initial	637425	zr	正榕
wiki-mixed	637425	zrong	正榕
wiki-full	1441065	gaoshanmang	高山芒
wiki-initial	1441065	gsm	高山芒
wiki-mixed	1441065	gshanm	高山芒
wiki-full	992593	gaonengxiejiacao	高能蟹甲草
wiki-initial	992593	gnxjc	高能蟹甲草
wiki-mixed	992593	gnengxjiac	高能蟹甲草
wiki-full	1122012	geshihu	鴿石斛
wiki-initial	1122012	gsh	鴿石斛
wiki-mixed	1122012	gshih	鴿石斛
wiki-full	3267840	liuqiurudou	琉球乳豆
wiki-initial	3267840	lqrd	琉球乳豆
wiki-mixed	3267840	lqiurdou	琉球乳豆
wiki-full	763575	tianma	天麻
wiki-initial	763575	tm	天麻
wiki-mixed	763575	tma	天麻
wiki-full	3310069	gaoshanbaizhushu	高山白珠樹
wiki-initial	3310069	gsbzs	高山白珠樹
wiki-mixed	3310069	gshanbzhus	高山白珠樹
wiki-full	142171	yuanbai	圓柏
wiki-initial	142171	yb	圓柏
wiki-mixed	142171	ybai	圓柏
wiki-full	586652	haimangguo	海杧果
wiki-initial	586652	hmg	海杧果
wiki-mixed	586652	hmangg	海杧果
wiki-full	290865	huoyanshu	火焰樹
wiki-initial	290865	hys	火焰樹
wiki-mixed	290865	hyans	火焰樹
wiki-full	305620	huanghuajiazhutao	黃花夾竹桃
wiki-initial	305620	hhjzt	黃花夾竹桃
wiki-mixed	305620	hhuajzhut	黃花夾竹桃
wiki-full	740770	huanghualizao	黃花狸藻
wiki-initial	740770	hhlz	黃花狸藻
wiki-mixed	740770	hhualzao	黃花狸藻
wiki-full	3310786	huanglianmu	黃連木
wiki-initial	3310786	hlm	黃連木
wiki-mixed	3310786	hlianm	黃連木
wiki-full	1500547	shanfurong	山芙蓉
wiki-initial	1500547	sfr	山芙蓉
wiki-mixed	1500547	sfur	山芙蓉
wiki-full	798069	huangjin	黃槿
wiki-initial	798069	hj	黃槿
wiki-mixed	798069	hjin	黃槿
wiki-full	3310852	jilongtianhusui	基隆天胡荽
wiki-initial	3310852	jlths	基隆天胡荽
wiki-mixed	3310852	jlongthus	基隆天胡荽
wiki-full	989050	meiyedongqing	梅葉冬青
wiki-initial	989050	mydq	梅葉冬青
wiki-mixed	989050	myedqing	梅葉冬青
wiki-full	6710857	taipingyangtiemu	太平洋鐵木
wiki-initial	6710857	tpytm	太平洋鐵木
wiki-mixed	6710857	tpingytiem	太平洋鐵木
wiki-full	987009	yuxieshu	羽叶薯
wiki-initial	987009	yxs	羽叶薯
wiki-mixed	987009	yxies	羽叶薯
wiki-full	997818	jilongzizhu	基隆紫珠
wiki-initial	997818	jlzz	基隆紫珠
wiki-mixed	997818	jlongzzhu	基隆紫珠
wiki-full	3675694	jinhuashisuan	金花石蒜
wiki-initial	3675694	jhss	金花石蒜
wiki-mixed	3675694	jhuassuan	金花石蒜
wiki-full	1129208	taiwanluanshu	台灣欒樹
wiki-initial	1129208	twls	台灣欒樹
wiki-mixed	1129208	twanlshu	台灣欒樹
wiki-full	740204	lianglielizao	兩裂狸藻
wiki-initial	740204	lllz	兩裂狸藻
wiki-mixed	740204	llielzao	兩裂狸藻
wiki-full	550735	yaoduntushi	藥燉土虱
wiki-initial	550735	ydts	藥燉土虱
wiki-mixed	550735	yduntshi	藥燉土虱
wiki-full	580179	yaodunpaigu	藥燉排骨
wiki-initial	580179	ydpg	藥燉排骨
wiki-mixed	580179	ydunpgu	藥燉排骨
wiki-full	924372	penghuhaixian	澎湖海鮮
wiki-initial	924372	phhx	澎湖海鮮
wiki-mixed	924372	phuhxian	澎湖海鮮
wiki-full	7825320	penghuzhangyu	澎湖章魚
wiki-initial	7825320	phzy	澎湖章魚
wiki-mixed	7825320	phuzyu	澎湖章魚
wiki-full	268545	chaotianluo	炒田螺
wiki-initial	268545	ctl	炒田螺
wiki-mixed	268545	ctianl	炒田螺
wiki-full	914448	tankaosanmingzhi	炭烤三明治
wiki-initial	914448	tksmz	炭烤三明治
wiki-mixed	914448	tkaosmingz	炭烤三明治
wiki-full	599029	zhatutuoyu	炸土魠魚
wiki-initial	599029	ztty	炸土魠魚
wiki-mixed	599029	ztutyu	炸土魠魚
wiki-full	5665983	zhazao	炸棗
wiki-initial	5665983	zz	炸棗
wiki-mixed	5665983	zzao	炸棗
wiki-full	914514	kaomalingshu	烤馬鈴薯
wiki-initial	914514	kmls	烤馬鈴薯
wiki-mixed	914514	kmalshu	烤馬鈴薯
wiki-full	274013	niuza	牛雜
wiki-initial	274013	nz	牛雜
wiki-mixed	274013	nza	牛雜
wiki-full	3806843	yulimian	玉里麵
wiki-initial	3806843	ylm	玉里麵
wiki-mixed	3806843	ylim	玉里麵
wiki-full	86617	fanqieqiepan	番茄切盤
wiki-initial	86617	fqqp	番茄切盤
wiki-mixed	86617	fqieqpan	番茄切盤
wiki-full	914577	dangguiya	當歸鴨
wiki-initial	914577	dgy	當歸鴨
wiki-mixed	914577	dguiy	當歸鴨
wiki-full	914353	youcongguo	油蔥粿
wiki-initial	914353	ycg	油蔥粿
wiki-mixed	914353	ycongg	油蔥粿
wiki-full	598939	wanguo	碗粿
wiki-initial	598939	wg	碗粿
wiki-mixed	598939	wguo	碗粿
wiki-full	8562053	fenguo	粉粿
wiki-initial	8562053	fg	粉粿
