geography-full	typing-first	l
geography-full	full	shedong
geography-full	typing-half	she
geography-full	typing-first	s
geography-full	full	xiaomawukushan
geography-full	typing-half	xiaomaw
geography-full	typing-first	x
geography-initial	full	dhy
geography-initial	typing-half	d
geography-initial	typing-first	d
geography-initial	full	pt
geography-initial	typing-half	p
geography-initial	typing-first	p
geography-initial	full	cgmzd
geography-initial	typing-half	cg
geography-initial	typing-first	c
geography-initial	full	ngsbd
geography-initial	typing-half	ng
geography-initial	typing-first	n
geography-initial	full	sbjz
geography-initial	typing-half	sb
geography-initial	typing-first	s
geography-initial	full	cw
geography-initial	typing-half	c
geography-initial	typing-first	c
geography-initial	full	trc
geography-initial	typing-half	t
geography-initial	typing-first	t
geography-initial	full	wsylgd
geography-initial	typing-half	wsy
geography-initial	typing-first	w
geography-initial	full	gs
geography-initial	typing-half	g
geography-initial	typing-first	g
geography-initial	full	xw
geography-initial	typing-half	x
geography-initial	typing-first	x
geography-initial	full	smkss
geography-initial	typing-half	sm
geography-initial	typing-first	s
geography-initial	full	dtl
geography-initial	typing-half	d
geography-initial	typing-first	d
geography-initial	full	dal
geography-initial	typing-half	d
geography-initial	typing-first	d
geography-initial	full	wyc
geography-initial	typing-half	w
geography-initial	typing-first	w
geography-initial	full	ly
geography-initial	typing-half	l
geography-initial	typing-first	l
geography-initial	full	htnyjljnyq
geography-initial	typing-half	htnyj
geography-initial	typing-first	h
geography-mixed-left	full	qionglpais
geography-mixed-left	typing-half	qiong
geography-mixed-left	typing-first	q
geography-mixed-left	full	xintdengsbud
geography-mixed-left	typing-half	xintde
geography-mixed-left	typing-first	x
geography-mixed-left	full	jianfyuc
geography-mixed-left	typing-half	jian
geography-mixed-left	typing-first	j
geography-mixed-left	full	sanjmao
geography-mixed-left	typing-half	san
geography-mixed-left	typing-first	s
geography-mixed-left	full	jianzchi
geography-mixed-left	typing-half	jian
geography-mixed-left	typing-first	j
geography-mixed-left	full	cuifhuhshanbdaodkou
geography-mixed-left	typing-half	cuifhuhsh
geography-mixed-left	typing-first	c
geography-mixed-left	full	nanrlu
geography-mixed-left	typing-half	nan
geography-mixed-left	typing-first	n
geography-mixed-left	full	danchousbei
geography-mixed-left	typing-half	danch
geography-mixed-left	typing-first	d
geography-mixed-left	full	xiaojti
geography-mixed-left	typing-half	xia
geography-mixed-left	typing-first	x
geography-mixed-left	full	guanypubdisceng
geography-mixed-left	typing-half	guanypu
geography-mixed-left	typing-first	g
geography-mixed-left	full	zanp
geography-mixed-left	typing-half	za
geography-mixed-left	typing-first	z
geography-mixed-left	full	erw
geography-mixed-left	typing-half	e
geography-mixed-left	typing-first	e
geography-mixed-left	full	fengjyes
geography-mixed-left	typing-half	feng
geography-mixed-left	typing-first	f
geography-mixed-left	full	qingskenggdao
geography-mixed-left	typing-half	qingsk
geography-mixed-left	typing-first	q
geography-mixed-left	full	yuskengs
geography-mixed-left	typing-half	yusk
geography-mixed-left	typing-first	y
geography-mixed-left	full	jinmshandshanbdaorkou
geography-mixed-left	typing-half	jinmshands
geography-mixed-left	typing-first	j
geography-mixed-right	full	hqiaopbu
geography-mixed-right	typing-half	hqia
geography-mixed-right	typing-first	h
geography-mixed-right	full	nshul
geography-mixed-right	typing-half	ns
geography-mixed-right	typing-first	n
geography-mixed-right	full	yrengkengbdao
geography-mixed-right	typing-half	yrengk
geography-mixed-right	typing-first	y
geography-mixed-right	full	wshoul
geography-mixed-right	typing-half	wsh
geography-mixed-right	typing-first	w
geography-mixed-right	full	mtiangdao
geography-mixed-right	typing-half	mtia
geography-mixed-right	typing-first	m
geography-mixed-right	full	dcheng
geography-mixed-right	typing-half	dch
geography-mixed-right	typing-first	d
geography-mixed-right	full	bfusqu
geography-mixed-right	typing-half	bfu
geography-mixed-right	typing-first	b
geography-mixed-right	full	ylan
geography-mixed-right	typing-half	yl
geography-mixed-right	typing-first	y
geography-mixed-right	full	dshuiktudgong
geography-mixed-right	typing-half	dshuik
geography-mixed-right	typing-first	d
geography-mixed-right	full	tyuanjdanbmen
geography-mixed-right	typing-half	tyuanj
geography-mixed-right	typing-first	t
geography-mixed-right	full	lgongc
geography-mixed-right	typing-half	lgo
geography-mixed-right	typing-first	l
geography-mixed-right	full	yqu
geography-mixed-right	typing-half	y
geography-mixed-right	typing-first	y
geography-mixed-right	full	ljingcjingjshuiz
geography-mixed-right	typing-half	ljingcji
geography-mixed-right	typing-first	l
geography-mixed-right	full	scuobdao
geography-mixed-right	typing-half	scuo
geography-mixed-right	typing-first	s
geography-mixed-right	full	fli
geography-mixed-right	typing-half	f
geography-mixed-right	typing-first	f
geography-mixed-right	full	fcha
geography-mixed-right	typing-half	fc
geography-mixed-right	typing-first	f
geography-prefix	full	jialishantieguidua
geography-prefix	typing-half	jialishan
geography-prefix	typing-first	j
geography-prefix	full	guandaoshanxibeifengdengshanko
geography-prefix	typing-half	guandaoshanxibe
geography-prefix	typing-first	g
geography-prefix	full	zhazhabug
geography-prefix	typing-half	zhaz
geography-prefix	typing-first	z
geography-prefix	full	shanba
geography-prefix	typing-half	sha
geography-prefix	typing-first	s
geography-prefix	full	hutoubulu
geography-prefix	typing-half	huto
geography-prefix	typing-first	h
geography-prefix	full	huzishanbuda
geography-prefix	typing-half	huzish
geography-prefix	typing-first	h
geography-prefix	full	beibianken
geography-prefix	typing-half	beibi
geography-prefix	typing-first	b
geography-prefix	full	twgwgszglfszrss
geography-prefix	typing-half	twgwgsz
geography-prefix	typing-first	t
geography-prefix	full	sekwql
geography-prefix	typing-half	sek
geography-prefix	typing-first	s
geography-prefix	full	hube
geography-prefix	typing-half	hu
geography-prefix	typing-first	h
geography-prefix	full	baima
geography-prefix	typing-half	ba
geography-prefix	typing-first	b
geography-prefix	full	gsdzy
geography-prefix	typing-half	gs
geography-prefix	typing-first	g
geography-prefix	full	hlgdds
geography-prefix	typing-half	hlg
geography-prefix	typing-first	h
geography-prefix	full	maitianshanzhuangdengshanko
geography-prefix	typing-half	maitianshanzh
geography-prefix	typing-first	m
geography-prefix	full	cg
geography-prefix	typing-half	c
geography-prefix	typing-first	c
geography-prefix	full	pinglinsha
geography-prefix	typing-half	pingl
geography-prefix	typing-first	p
japanese-full	full	godaarunomaria
japanese-full	typing-half	godaaru
japanese-full	typing-first	g
japanese-full	full	poppeanotaikan
japanese-full	typing-half	poppean
japanese-full	typing-first	p
japanese-full	full	tooryanse
japanese-full	typing-half	toor
japanese-full	typing-first	t
japanese-full	full	kankouenshuu
japanese-full	typing-half	kankou
japanese-full	typing-first	k
japanese-full	full	kapurikonwan
japanese-full	typing-half	kapuri
japanese-full	typing-first	k
japanese-full	full	ohatsutokubee
japanese-full	typing-half	ohatsu
japanese-full	typing-first	o
japanese-full	full	tosuru
japanese-full	typing-half	tos
japanese-full	typing-first	t
japanese-full	full	kayounenka
japanese-full	typing-half	kayou
japanese-full	typing-first	k
japanese-full	full	zafurai
japanese-full	typing-half	zaf
japanese-full	typing-first	z
japanese-full	full	sarukanigassen
japanese-full	typing-half	sarukan
japanese-full	typing-first	s
japanese-full	full	evuangerion
japanese-full	typing-half	evuan
japanese-full	typing-first	e
japanese-full	full	piitaapantouendei
japanese-full	typing-half	piitaapa
japanese-full	typing-first	p
japanese-full	full	suikoden
japanese-full	typing-half	suik
japanese-full	typing-first	s
japanese-full	full	deshouka
japanese-full	typing-half	desh
japanese-full	typing-first	d
japanese-full	full	hamarimichi
japanese-full	typing-half	hamar
japanese-full	typing-first	h
japanese-full	full	nagakutsushitanopippi
japanese-full	typing-half	nagakutsus
japanese-full	typing-first	n
japanese-initial	full	dkr
japanese-initial	typing-half	d
japanese-initial	typing-first	d
japanese-initial	full	minkrft
japanese-initial	typing-half	min
japanese-initial	typing-first	m
japanese-initial	full	kodnemhfarkn
japanese-initial	typing-half	kodnem
japanese-initial	typing-first	k
japanese-initial	full	jnsirn
japanese-initial	typing-half	jns
japanese-initial	typing-first	j
japanese-initial	full	hnunyd
japanese-initial	typing-half	hnu
japanese-initial	typing-first	h
japanese-initial	full	kdmnkr
japanese-initial	typing-half	kdm
japanese-initial	typing-first	k
japanese-initial	full	dnjuruju
japanese-initial	typing-half	dnju
japanese-initial	typing-first	d
japanese-initial	full	hnnkgm
japanese-initial	typing-half	hnn
japanese-initial	typing-first	h
japanese-initial	full	gndisns
japanese-initial	typing-half	gnd
japanese-initial	typing-first	g
japanese-initial	full	hrgo
japanese-initial	typing-half	hr
japanese-initial	typing-first	h
japanese-initial	full	rins
japanese-initial	typing-half	ri
japanese-initial	typing-first	r
japanese-initial	full	sunnjnp
japanese-initial	typing-half	sun
japanese-initial	typing-first	s
japanese-initial	full	kkstiki
japanese-initial	typing-half	kks
japanese-initial	typing-first	k
japanese-initial	full	suoub
japanese-initial	typing-half	su
japanese-initial	typing-first	s
japanese-initial	full	kshnprrud
japanese-initial	typing-half	kshn
japanese-initial	typing-first	k
japanese-initial	full	nkrbnrni
japanese-initial	typing-half	nkrb
japanese-initial	typing-first	n
japanese-mixed-left	full	daru
japanese-mixed-left	typing-half	da
japanese-mixed-left	typing-first	d
japanese-mixed-left	full	setmonkaiji
japanese-mixed-left	typing-half	setmo
japanese-mixed-left	typing-first	s
japanese-mixed-left	full	furiuiritu
japanese-mixed-left	typing-half	furiu
japanese-mixed-left	typing-first	f
japanese-mixed-left	full	kanunsur
japanese-mixed-left	typing-half	kanu
japanese-mixed-left	typing-first	k
japanese-mixed-left	full	baaburnaama
japanese-mixed-left	typing-half	baabu
japanese-mixed-left	typing-first	b
japanese-mixed-left	full	kayunnk
japanese-mixed-left	typing-half	kay
japanese-mixed-left	typing-first	k
japanese-mixed-left	full	burusburzaasutusuznd
japanese-mixed-left	typing-half	burusburza
japanese-mixed-left	typing-first	b
japanese-mixed-left	full	senjounomriikursumsu
japanese-mixed-left	typing-half	senjounomr
japanese-mixed-left	typing-first	s
japanese-mixed-left	full	ikkusnknwyummirotko
japanese-mixed-left	typing-half	ikkusnknw
japanese-mixed-left	typing-first	i
japanese-mixed-left	full	kinguobukkkubkusafainar
japanese-mixed-left	typing-half	kinguobukkk
japanese-mixed-left	typing-first	k
japanese-mixed-left	full	sarmanrasdei
japanese-mixed-left	typing-half	sarman
japanese-mixed-left	typing-first	s
japanese-mixed-left	full	konjakmongatrisu
japanese-mixed-left	typing-half	konjakmo
japanese-mixed-left	typing-first	k
japanese-mixed-left	full	mistaaandomsesburjji
japanese-mixed-left	typing-half	mistaaando
japanese-mixed-left	typing-first	m
japanese-mixed-left	full	toudajnku
japanese-mixed-left	typing-half	toud
japanese-mixed-left	typing-first	t
japanese-mixed-left	full	gan
japanese-mixed-left	typing-half	g
japanese-mixed-left	typing-first	g
japanese-mixed-left	full	teksassuwtto
japanese-mixed-left	typing-half	teksas
japanese-mixed-left	typing-first	t
japanese-mixed-right	full	kkunkojki
japanese-mixed-right	typing-half	kkun
japanese-mixed-right	typing-first	k
japanese-mixed-right	full	ainsat
japanese-mixed-right	typing-half	ain
japanese-mixed-right	typing-first	a
japanese-mixed-right	full	irasimse
japanese-mixed-right	typing-half	iras
japanese-mixed-right	typing-first	i
japanese-mixed-right	full	muichid
japanese-mixed-right	typing-half	mui
japanese-mixed-right	typing-first	m
japanese-mixed-right	full	mtemtemrubn
japanese-mixed-right	typing-half	mtemt
japanese-mixed-right	typing-first	m
japanese-mixed-right	full	snpkinkobta
japanese-mixed-right	typing-half	snpki
japanese-mixed-right	typing-first	s
japanese-mixed-right	full	jraskkupak
japanese-mixed-right	typing-half	jrask
japanese-mixed-right	typing-first	j
japanese-mixed-right	full	skouhagnjtsuksur
japanese-mixed-right	typing-half	skouhagn
japanese-mixed-right	typing-first	s
japanese-mixed-right	full	arabmamnogtar
japanese-mixed-right	typing-half	arabma
japanese-mixed-right	typing-first	a
japanese-mixed-right	full	burtsu
japanese-mixed-right	typing-half	bur
japanese-mixed-right	typing-first	b
japanese-mixed-right	full	operzankaijin
japanese-mixed-right	typing-half	operza
japanese-mixed-right	typing-first	o
japanese-mixed-right	full	weigornsusi
japanese-mixed-right	typing-half	weigo
japanese-mixed-right	typing-first	w
japanese-mixed-right	full	knoh
japanese-mixed-right	typing-half	kn
japanese-mixed-right	typing-first	k
japanese-mixed-right	full	rbanba
japanese-mixed-right	typing-half	rba
japanese-mixed-right	typing-first	r
japanese-mixed-right	full	ntot
japanese-mixed-right	typing-half	nt
japanese-mixed-right	typing-first	n
japanese-mixed-right	full	kmerwotmerna
japanese-mixed-right	typing-half	kmerwo
japanese-mixed-right	typing-first	k
japanese-prefix	full	ittarikitar
japanese-prefix	typing-half	ittar
japanese-prefix	typing-first	i
japanese-prefix	full	taih
japanese-prefix	typing-half	ta
japanese-prefix	typing-first	t
japanese-prefix	full	dokuganryuumasamun
japanese-prefix	typing-half	dokuganry
japanese-prefix	typing-first	d
japanese-prefix	full	kinose
japanese-prefix	typing-half	kin
japanese-prefix	typing-first	k
japanese-prefix	full	irias
japanese-prefix	typing-half	ir
japanese-prefix	typing-first	i
japanese-prefix	full	puradawokitaakum
japanese-prefix	typing-half	puradawo
japanese-prefix	typing-first	p
japanese-prefix	full	tenkuunoshirorapyut
japanese-prefix	typing-half	tenkuunos
japanese-prefix	typing-first	t
japanese-prefix	full	oumiryo
japanese-prefix	typing-half	oum
japanese-prefix	typing-first	o
japanese-prefix	full	piitaarabittonoohanash
japanese-prefix	typing-half	piitaarabit
japanese-prefix	typing-first	p
japanese-prefix	full	taimumashiinnionega
japanese-prefix	typing-half	taimumash
japanese-prefix	typing-first	t
japanese-prefix	full	pettosemetariitsu
japanese-prefix	typing-half	pettosem
japanese-prefix	typing-first	p
japanese-prefix	full	shikouhagenjitsukasur
japanese-prefix	typing-half	shikouhage
japanese-prefix	typing-first	s
japanese-prefix	full	hatsukanezumitoninge
japanese-prefix	typing-half	hatsukanez
japanese-prefix	typing-first	h
japanese-prefix	full	gesakuzanma
japanese-prefix	typing-half	gesak
japanese-prefix	typing-first	g
japanese-prefix	full	nashinih
japanese-prefix	typing-half	nash
japanese-prefix	typing-first	n
japanese-prefix	full	passenjaafyifuteiisebe
japanese-prefix	typing-half	passenjaafy
japanese-prefix	typing-first	p
moe-glyph	full	han
moe-glyph	typing-half	h
moe-glyph	typing-first	h
moe-glyph	full	lang
moe-glyph	typing-half	la
moe-glyph	typing-first	l
moe-glyph	full	quan
moe-glyph	typing-half	qu
moe-glyph	typing-first	q
moe-glyph	full	kao
moe-glyph	typing-half	k
moe-glyph	typing-first	k
moe-glyph	full	shao
moe-glyph	typing-half	sh
moe-glyph	typing-first	s
moe-glyph	full	zao
moe-glyph	typing-half	z
moe-glyph	typing-first	z
moe-glyph	full	nei
moe-glyph	typing-half	n
moe-glyph	typing-first	n
moe-glyph	full	leng
moe-glyph	typing-half	le
moe-glyph	typing-first	l
moe-glyph	full	tui
moe-glyph	typing-half	t
moe-glyph	typing-first	t
moe-glyph	full	wei
moe-glyph	typing-half	w
moe-glyph	typing-first	w
moe-glyph	full	di
moe-glyph	typing-half	d
moe-glyph	typing-first	d
moe-glyph	full	mi
moe-glyph	typing-half	m
moe-glyph	typing-first	m
moe-glyph	full	dao
moe-glyph	typing-half	d
moe-glyph	typing-first	d
moe-glyph	full	nong
moe-glyph	typing-half	no
moe-glyph	typing-first	n
moe-glyph	full	duan
moe-glyph	typing-half	du
moe-glyph	typing-first	d
moe-glyph	full	pao
moe-glyph	typing-half	p
moe-glyph	typing-first	p
poj-full	full	noaseng
poj-full	typing-half	noa
poj-full	typing-first	n
poj-full	full	gooianngoothiann
poj-full	typing-half	gooianng
poj-full	typing-first	g
poj-full	full	chiunnlitiau
poj-full	typing-half	chiunn
poj-full	typing-first	c
poj-full	full	chittiaukoachinhothiann
poj-full	typing-half	chittiaukoa
poj-full	typing-first	c
poj-full	full	punkikahchhunsiann
poj-full	typing-half	punkikahc
poj-full	typing-first	p
poj-full	full	goahunli
poj-full	typing-half	goah
poj-full	typing-first	g
poj-full	full	taitangkoan
poj-full	typing-half	taita
poj-full	typing-first	t
poj-full	full	chiansoann
poj-full	typing-half	chian
poj-full	typing-first	c
poj-full	full	te
poj-full	typing-half	t
poj-full	typing-first	t
poj-full	full	goakhopinninn
poj-full	typing-half	goakho
poj-full	typing-first	g
poj-full	full	tolokoksaipo
poj-full	typing-half	toloko
poj-full	typing-first	t
poj-full	full	kunchuiian
poj-full	typing-half	kunch
poj-full	typing-first	k
poj-full	full	kionghihoatchai
poj-full	typing-half	kionghi
poj-full	typing-first	k
poj-full	full	pinkiu
poj-full	typing-half	pin
poj-full	typing-first	p
poj-full	full	ionghusiokchu
poj-full	typing-half	ionghu
poj-full	typing-first	i
poj-full	full	jitthaulohsoann
poj-full	typing-half	jitthau
poj-full	typing-first	j
poj-initial	full	csp
poj-initial	typing-half	c
poj-initial	typing-first	c
poj-initial	full	csbci
poj-initial	typing-half	cs
poj-initial	typing-first	c
poj-initial	full	cm
poj-initial	typing-half	c
poj-initial	typing-first	c
poj-initial	full	hte
poj-initial	typing-half	h
poj-initial	typing-first	h
poj-initial	full	claa
poj-initial	typing-half	cl
poj-initial	typing-first	c
poj-initial	full	kht
poj-initial	typing-half	k
poj-initial	typing-first	k
poj-initial	full	hca
poj-initial	typing-half	h
poj-initial	typing-first	h
poj-initial	full	cs
poj-initial	typing-half	c
poj-initial	typing-first	c
poj-initial	full	lpt
poj-initial	typing-half	l
poj-initial	typing-first	l
poj-initial	full	ct
poj-initial	typing-half	c
poj-initial	typing-first	c
poj-initial	full	jkskbl
poj-initial	typing-half	jks
poj-initial	typing-first	j
poj-initial	full	kkttpl
poj-initial	typing-half	kkt
poj-initial	typing-first	k
poj-initial	full	ceace
poj-initial	typing-half	ce
poj-initial	typing-first	c
poj-initial	full	hshlc
poj-initial	typing-half	hs
poj-initial	typing-first	h
poj-initial	full	ktc
poj-initial	typing-half	k
poj-initial	typing-first	k
poj-initial	full	tis
poj-initial	typing-half	t
poj-initial	typing-first	t
poj-mixed-left	full	lanu
poj-mixed-left	typing-half	la
poj-mixed-left	typing-first	l
poj-mixed-left	full	chhuikthiann
poj-mixed-left	typing-half	chhuik
poj-mixed-left	typing-first	c
poj-mixed-left	full	tiauk
poj-mixed-left	typing-half	ti
poj-mixed-left	typing-first	t
poj-mixed-left	full	kaubat
poj-mixed-left	typing-half	kau
poj-mixed-left	typing-first	k
poj-mixed-left	full	chuin
poj-mixed-left	typing-half	ch
poj-mixed-left	typing-first	c
poj-mixed-left	full	soklai
poj-mixed-left	typing-half	sok
poj-mixed-left	typing-first	s
poj-mixed-left	full	phahk
poj-mixed-left	typing-half	ph
poj-mixed-left	typing-first	p
poj-mixed-left	full	chhij
poj-mixed-left	typing-half	ch
poj-mixed-left	typing-first	c
poj-mixed-left	full	oahjthanga
poj-mixed-left	typing-half	oahjt
poj-mixed-left	typing-first	o
poj-mixed-left	full	chiokntau
poj-mixed-left	typing-half	chio
poj-mixed-left	typing-first	c
poj-mixed-left	full	phanghphunb
poj-mixed-left	typing-half	phang
poj-mixed-left	typing-first	p
poj-mixed-left	full	botchang
poj-mixed-left	typing-half	botc
poj-mixed-left	typing-first	b
poj-mixed-left	full	pehkkiap
poj-mixed-left	typing-half	pehk
poj-mixed-left	typing-first	p
poj-mixed-left	full	tiohapakhan
poj-mixed-left	typing-half	tioha
poj-mixed-left	typing-first	t
poj-mixed-left	full	chhitgpoann
poj-mixed-left	typing-half	chhit
poj-mixed-left	typing-first	c
poj-mixed-left	full	bangk
poj-mixed-left	typing-half	ba
poj-mixed-left	typing-first	b
poj-mixed-right	full	aiann
poj-mixed-right	typing-half	ai
poj-mixed-right	typing-first	a
poj-mixed-right	full	ptam
poj-mixed-right	typing-half	pt
poj-mixed-right	typing-first	p
poj-mixed-right	full	ssia
poj-mixed-right	typing-half	ss
poj-mixed-right	typing-first	s
poj-mixed-right	full	ijim
poj-mixed-right	typing-half	ij
poj-mixed-right	typing-first	i
poj-mixed-right	full	nukleng
poj-mixed-right	typing-half	nuk
poj-mixed-right	typing-first	n
poj-mixed-right	full	tchihk
poj-mixed-right	typing-half	tch
poj-mixed-right	typing-first	t
poj-mixed-right	full	ssap
poj-mixed-right	typing-half	ss
poj-mixed-right	typing-first	s
poj-mixed-right	full	tkhil
poj-mixed-right	typing-half	tk
poj-mixed-right	typing-first	t
poj-mixed-right	full	bsiu
poj-mixed-right	typing-half	bs
poj-mixed-right	typing-first	b
poj-mixed-right	full	spok
poj-mixed-right	typing-half	sp
poj-mixed-right	typing-first	s
poj-mixed-right	full	clit
poj-mixed-right	typing-half	cl
poj-mixed-right	typing-first	c
poj-mixed-right	full	mthangokhi
poj-mixed-right	typing-half	mthan
poj-mixed-right	typing-first	m
poj-mixed-right	full	ckoaneiu
poj-mixed-right	typing-half	ckoa
poj-mixed-right	typing-first	c
poj-mixed-right	full	cpoea
poj-mixed-right	typing-half	cp
poj-mixed-right	typing-first	c
poj-mixed-right	full	cchokk
poj-mixed-right	typing-half	cch
poj-mixed-right	typing-first	c
poj-mixed-right	full	bchiahmgiapa
poj-mixed-right	typing-half	bchiah
poj-mixed-right	typing-first	b
poj-prefix	full	amhohoep
poj-prefix	typing-half	amho
poj-prefix	typing-first	a
poj-prefix	full	kon
poj-prefix	typing-half	k
poj-prefix	typing-first	k
poj-prefix	full	chhitchapehch
poj-prefix	typing-half	chhitc
poj-prefix	typing-first	c
poj-prefix	full	sinl
poj-prefix	typing-half	si
poj-prefix	typing-first	s
poj-prefix	full	engtoachhia
poj-prefix	typing-half	engto
poj-prefix	typing-first	e
poj-prefix	full	simkoannhoehoanghoangto
poj-prefix	typing-half	simkoannhoe
poj-prefix	typing-first	s
poj-prefix	full	hunkahlaubaki
poj-prefix	typing-half	hunkah
poj-prefix	typing-first	h
poj-prefix	full	authoot
poj-prefix	typing-half	aut
poj-prefix	typing-first	a
poj-prefix	full	huku
poj-prefix	typing-half	hu
poj-prefix	typing-first	h
poj-prefix	full	simkoannho
poj-prefix	typing-half	simko
poj-prefix	typing-first	s
poj-prefix	full	sitpai
poj-prefix	typing-half	sit
poj-prefix	typing-first	s
poj-prefix	full	khoailo
poj-prefix	typing-half	kho
poj-prefix	typing-first	k
poj-prefix	full	ampui
poj-prefix	typing-half	am
poj-prefix	typing-first	a
poj-prefix	full	thekchhiso
poj-prefix	typing-half	thekc
poj-prefix	typing-first	t
poj-prefix	full	chhiahbin
poj-prefix	typing-half	chhi
poj-prefix	typing-first	c
poj-prefix	full	siukh
poj-prefix	typing-half	si
poj-prefix	typing-first	s
taiwan-full	full	leilang
taiwan-full	typing-half	lei
taiwan-full	typing-first	l
taiwan-full	full	xiaotairan
taiwan-full	typing-half	xiaot
taiwan-full	typing-first	x
taiwan-full	full	libaochun
taiwan-full	typing-half	liba
taiwan-full	typing-first	l
taiwan-full	full	wuhaozhe
taiwan-full	typing-half	wuha
taiwan-full	typing-first	w
taiwan-full	full	yangbozhi
taiwan-full	typing-half	yang
taiwan-full	typing-first	y
taiwan-full	full	linghuihui
taiwan-full	typing-half	lingh
taiwan-full	typing-first	l
taiwan-full	full	fanshuyuan
taiwan-full	typing-half	fansh
taiwan-full	typing-first	f
taiwan-full	full	zhaoshun
taiwan-full	typing-half	zhao
taiwan-full	typing-first	z
taiwan-full	full	yushanshashen
taiwan-full	typing-half	yushan
taiwan-full	typing-first	y
taiwan-full	full	linzixi
taiwan-full	typing-half	lin
taiwan-full	typing-first	l
taiwan-full	full	jishenshanqiaoxingchong
taiwan-full	typing-half	jishenshanq
taiwan-full	typing-first	j
taiwan-full	full	taipingrongyuguominzhijia
taiwan-full	typing-half	taipingrongy
taiwan-full	typing-first	t
taiwan-full	full	xieyingxuan
taiwan-full	typing-half	xieyi
taiwan-full	typing-first	x
taiwan-full	full	huangjinwen
taiwan-full	typing-half	huang
taiwan-full	typing-first	h
taiwan-full	full	fucai
taiwan-full	typing-half	fu
taiwan-full	typing-first	f
taiwan-full	full	jixinling
taiwan-full	typing-half	jixi
taiwan-full	typing-first	j
taiwan-initial	full	bbt
taiwan-initial	typing-half	b
taiwan-initial	typing-first	b
taiwan-initial	full	tdyyswyzazbhqga
taiwan-initial	typing-half	tdyyswy
taiwan-initial	typing-first	t
taiwan-initial	full	qaddx
taiwan-initial	typing-half	qa
taiwan-initial	typing-first	q
taiwan-initial	full	twxec
taiwan-initial	typing-half	tw
taiwan-initial	typing-first	t
taiwan-initial	full	zqd
taiwan-initial	typing-half	z
taiwan-initial	typing-first	z
taiwan-initial	full	sfz
taiwan-initial	typing-half	s
taiwan-initial	typing-first	s
